Source Name	Summary	Module
GSM1594849	0.5759780845971906	M1.2
GSM1594850	0.7271886678427592	M1.2
GSM1594851	0.5527852953242556	M1.2
GSM1594852	0.5006678961274466	M1.2
GSM1594853	0.6834272110386401	M1.2
GSM1594854	0.646192270980392	M1.2
GSM1594855	0.4299759090194758	M1.2
GSM1594856	0.6241293256554731	M1.2
GSM1594857	0.5170611680584316	M1.2
GSM1594858	0.24153100761605667	M1.2
GSM1594859	0.6525850610042376	M1.2
GSM1594860	0.5957527160626999	M1.2
GSM1594861	0.5010221644018106	M1.2
GSM1594862	0.2077953891230584	M1.2
GSM1594863	0.5592451177004106	M1.2
GSM1594864	0.3293292033198768	M1.2
GSM1594865	0.4602341413495123	M1.2
GSM1594866	0.25157558798737206	M1.2
GSM1594867	0.2979386794967224	M1.2
GSM1594868	0.2763112303025244	M1.2
GSM1594869	0.4547622274752168	M1.2
GSM1594870	0.44932719615868183	M1.2
GSM1594871	0.46932484797304513	M1.2
GSM1594872	0.5792529872545388	M1.2
GSM1594873	0.44020750331741004	M1.2
GSM1594874	0.6329047618230089	M1.2
GSM1594875	0.6069424445674311	M1.2
GSM1594876	0.6394725697027224	M1.2
GSM1594877	0.6129552117848828	M1.2
GSM1594878	0.656260724485811	M1.2
GSM1594879	0.5821427506641016	M1.2
GSM1594880	0.16427596537047984	M1.2
GSM1594881	0.5885773396113589	M1.2
GSM1594882	0.6797282031739965	M1.2
GSM1594883	0.6734966407783514	M1.2
GSM1594884	0.2794949985817153	M1.2
GSM1594885	0.5775940087061311	M1.2
GSM1594886	0.6207213620122805	M1.2
GSM1594887	0.3480819046295899	M1.2
GSM1594888	0.5440162345994513	M1.2
GSM1594889	0.24069359102031515	M1.2
GSM1594890	0.6032506909278844	M1.2
GSM1594891	0.4537919600543373	M1.2
GSM1594892	0.23537162833679168	M1.2
GSM1594893	0.6098269282212474	M1.2
GSM1594894	0.6851886570494613	M1.2
GSM1594895	0.620841061859629	M1.2
GSM1594896	0.5789532165299645	M1.2
GSM1594897	0.5113744923141167	M1.2
GSM1594898	0.6157617150360587	M1.2
GSM1594899	0.5854522379908957	M1.2
GSM1594900	0.6070313254669807	M1.2
GSM1594901	0.33472516219896703	M1.2
GSM1594902	0.6151581967838863	M1.2
GSM1594903	0.5668229691810908	M1.2
GSM1594904	0.6437208838944818	M1.2
GSM1594905	0.5740214755713354	M1.2
GSM1594906	0.48105185631782665	M1.2
GSM1594907	0.6802637661112474	M1.2
GSM1594908	0.519649132911257	M1.2
GSM1594909	0.3131985336347299	M1.2
GSM1594910	0.6333832663363402	M1.2
GSM1594911	0.5667921492092606	M1.2
GSM1594912	0.6785296512645081	M1.2
GSM1594913	0.5489713351222846	M1.2
GSM1594914	0.6443339641349252	M1.2
GSM1594915	0.19479460085607322	M1.2
GSM1594916	0.4046456540243752	M1.2
GSM1594917	0.6597159733615384	M1.2
GSM1594918	0.5883448802527318	M1.2
GSM1594919	0.511635275341538	M1.2
GSM1594920	0.24205531263845884	M1.2
GSM1594921	0.6556695087587447	M1.2
GSM1594922	0.4687107974083286	M1.2
GSM1594923	0.5552535027693485	M1.2
GSM1594924	0.5509169671812112	M1.2
GSM1594925	0.5122731863574964	M1.2
GSM1594926	0.5387523661433727	M1.2
GSM1594927	0.6564293215578246	M1.2
GSM1594928	0.612590984114287	M1.2
GSM1594929	0.5173905331749035	M1.2
GSM1594930	0.1535779959509559	M1.2
GSM1594931	0.565524038326379	M1.2
GSM1594932	0.20586675173791855	M1.2
GSM1594933	0.3539240091863795	M1.2
GSM1594934	0.5792835869321549	M1.2
GSM1594935	0.6979558276168738	M1.2
GSM1594936	0.49989073192852895	M1.2
GSM1594937	0.45219385960463226	M1.2
GSM1594938	0.7864398842954253	M1.2
GSM1594939	0.6369557737048849	M1.2
GSM1594940	0.6443672097735751	M1.2
GSM1594941	0.3688217816985281	M1.2
GSM1594942	0.4258773712146902	M1.2
GSM1594943	0.6202460496530572	M1.2
GSM1594944	0.36399110928771017	M1.2
GSM1594945	0.4915089070840197	M1.2
GSM1594946	0.6436442203148219	M1.2
GSM1594947	0.5707995446269162	M1.2
GSM1594948	0.685223746498519	M1.2
GSM1594949	0.4584587470731824	M1.2
GSM1594950	0.2587512057905678	M1.2
GSM1594951	0.5221441094258196	M1.2
GSM1594952	0.6117034208664136	M1.2
GSM1594953	0.7293878230571342	M1.2
GSM1594954	0.34266825605988976	M1.2
GSM1594955	0.5874399526333819	M1.2
GSM1594956	0.5480369288407407	M1.2
GSM1594957	0.31622432377315124	M1.2
GSM1594958	0.3650546357283505	M1.2
GSM1594959	0.45910013964425656	M1.2
GSM1594960	0.5060188926396034	M1.2
GSM1594961	0.2754225837138925	M1.2
GSM1594962	0.4137350192141207	M1.2
GSM1594963	0.17908840934927844	M1.2
GSM1594964	0.6345865653020828	M1.2
GSM1594965	0.6644621808876328	M1.2
GSM1594966	0.6235245745367273	M1.2
GSM1594967	0.5978606362154045	M1.2
GSM1594968	0.5428106396804603	M1.2
GSM1594969	0.7826651616008166	M1.2
GSM1594970	0.34181987532223745	M1.2
GSM1594971	0.5183237290304455	M1.2
GSM1594972	0.6735722463974978	M1.2
GSM1594973	0.5396973644514694	M1.2
GSM1594974	0.48554674035457	M1.2
GSM1594975	0.5836333134199911	M1.2
GSM1594976	0.40744558223672517	M1.2
GSM1594977	0.6702202868405017	M1.2
GSM1594978	0.512616102903472	M1.2
GSM1594979	0.6787559468417531	M1.2
GSM1594980	0.7080223795408784	M1.2
GSM1594981	0.5435077365710046	M1.2
GSM1594982	0.6634167948069661	M1.2
GSM1594983	0.2991225615535242	M1.2
GSM1594984	0.7281813545392726	M1.2
GSM1594985	0.5145357990956261	M1.2
GSM1594986	0.6177188101083051	M1.2
GSM1594987	0.6993523359503472	M1.2
GSM1594988	0.6874155771597346	M1.2
GSM1594989	0.5822726235553827	M1.2
GSM1594990	0.4987370321054743	M1.2
GSM1594991	0.4182383184099851	M1.2
GSM1594992	0.6073032656100246	M1.2
GSM1594993	0.7280533343649803	M1.2
GSM1594994	0.22595127636370838	M1.2
GSM1594995	0.5682994014045029	M1.2
GSM1594996	0.2824217538790375	M1.2
GSM1594997	0.41922964680079666	M1.2
GSM1594998	0.6740019841997373	M1.2
GSM1594999	0.4620919401585983	M1.2
GSM1595000	0.6458314466287982	M1.2
GSM1595001	0.6434266045582508	M1.2
GSM1595002	0.28069973659236386	M1.2
GSM1595003	0.5193231521458678	M1.2
GSM1595004	0.7139734325873281	M1.2
GSM1595005	0.3224561750733534	M1.2
GSM1595006	0.6349489003372629	M1.2
GSM1595007	0.5612995370614579	M1.2
GSM1595008	0.3791211565181102	M1.2
GSM1595009	0.6232913548150875	M1.2
GSM1595010	0.6066655435116726	M1.2
GSM1595011	0.4786781515684561	M1.2
GSM1595012	0.5366417169572834	M1.2
GSM1595013	0.6424978821198151	M1.2
GSM1595014	0.5806822770523309	M1.2
GSM1595015	0.4452689500571408	M1.2
GSM1595016	0.6411233291075383	M1.2
GSM1595017	0.5817069482789967	M1.2
GSM1595018	0.525358352007615	M1.2
GSM1595019	0.5671226054450443	M1.2
GSM1595020	0.5217770907128861	M1.2
GSM1595021	0.519385115396184	M1.2
GSM1595022	0.5338815784456772	M1.2
GSM1595023	0.7097186793903447	M1.2
GSM1595024	0.6054938492187082	M1.2
GSM1595025	0.6148357439639254	M1.2
GSM1595026	0.14613178689860573	M1.2
GSM1595027	0.3740914663784105	M1.2
GSM1595028	0.5287570089167257	M1.2
GSM1595029	0.3224183905038212	M1.2
GSM1595030	0.5169178851151001	M1.2
GSM1595031	0.6220358020293022	M1.2
GSM1595032	0.5342183398133792	M1.2
GSM1595033	0.3665669256166517	M1.2
GSM1595034	0.6536864768603627	M1.2
GSM1595035	0.5351203520458494	M1.2
GSM1595036	0.7602063584374774	M1.2
GSM1595037	0.3774695370656911	M1.2
GSM1595038	0.588643439100915	M1.2
GSM1595039	0.5220427124229003	M1.2
GSM1595040	0.42617417759373827	M1.2
GSM1595041	0.6438281232583466	M1.2
GSM1595042	0.6465209696412282	M1.2
GSM1595043	0.5100607671758586	M1.2
GSM1595044	0.3415291541684842	M1.2
GSM1595045	0.5637807485757077	M1.2
GSM1595046	0.5462048714055959	M1.2
GSM1595047	0.5602284398393161	M1.2
GSM1595048	0.43083711370630023	M1.2
GSM1595049	0.42025737243904726	M1.2
GSM1595050	0.6476371583364978	M1.2
GSM1595051	0.7209682730302198	M1.2
GSM1595052	0.17615648408438989	M1.2
GSM1595053	0.5663012724607015	M1.2
GSM1595054	0.7870476866834762	M1.2
GSM1595055	0.5459958982432503	M1.2
GSM1595056	0.6533210394190793	M1.2
GSM1595057	0.6783708595539772	M1.2
GSM1595058	0.6520592522627563	M1.2
GSM1595059	0.5754857272624946	M1.2
GSM1595060	0.34560739361647025	M1.2
GSM1595061	0.5611589751492082	M1.2
GSM1595062	0.7021444770411379	M1.2
GSM1595063	0.668207150989547	M1.2
GSM1595064	0.6148936734655213	M1.2
GSM1595065	0.6898760001746244	M1.2
GSM1595066	0.6254880685241487	M1.2
GSM1595067	0.10246347033564898	M1.2
GSM1595068	0.6377070528032857	M1.2
GSM1595069	0.5082341517735032	M1.2
GSM1595070	0.43641690057635646	M1.2
GSM1595071	0.5275910279090351	M1.2
GSM1595072	0.5549159023717531	M1.2
GSM1595073	0.5558200963980936	M1.2
GSM1595074	0.5378072438779856	M1.2
GSM1595075	0.6951042647875774	M1.2
GSM1595076	0.510162476223209	M1.2
GSM1595077	0.464328895392614	M1.2
GSM1595078	0.7556482159088196	M1.2
GSM1595079	0.5674242764472442	M1.2
GSM1595080	0.1529672292428297	M1.2
GSM1595081	0.5280610103655503	M1.2
GSM1595082	0.5472677547568883	M1.2
GSM1595083	0.6083519822442907	M1.2
GSM1595084	0.7884276395529164	M1.2
GSM1595085	0.19810988781737418	M1.2
GSM1595086	0.5863395189851619	M1.2
GSM1595087	0.4172115479816847	M1.2
GSM1595088	0.6249869921932147	M1.2
GSM1595089	0.724122306635914	M1.2
GSM1595090	0.6698305054632512	M1.2
GSM1595091	0.6179565567870561	M1.2
GSM1595092	0.46568489229179577	M1.2
GSM1595093	0.5836461768289549	M1.2
GSM1595094	0.7482709424030153	M1.2
GSM1595095	0.6200385233410474	M1.2
GSM1595096	0.6176290209056271	M1.2
GSM1595097	0.3988511715833526	M1.2
GSM1595098	0.5277715776346078	M1.2
GSM1595099	0.2941978630302477	M1.2
GSM1595100	0.5245198030316486	M1.2
GSM1595101	0.6351550313298402	M1.2
GSM1595102	0.3756628122421448	M1.2
GSM1595103	0.5081811412941297	M1.2
GSM1595104	0.4411282731732506	M1.2
GSM1595105	0.38740046765899433	M1.2
GSM1595106	0.5326655241253844	M1.2
GSM1595107	0.6889125549212863	M1.2
GSM1595108	0.6229170289304217	M1.2
GSM1595109	0.6111184667824106	M1.2
GSM1595110	0.43106940266420607	M1.2
GSM1595111	0.14708412385307953	M1.2
GSM1595112	0.45527149733429023	M1.2
GSM1595113	0.48506798458970174	M1.2
GSM1595114	0.5089922660786641	M1.2
GSM1595115	0.3620489191766656	M1.2
GSM1595116	0.41265996551381784	M1.2
GSM1595117	0.6245057683447328	M1.2
GSM1595118	0.6813838908600308	M1.2
GSM1595119	0.5181788650226847	M1.2
GSM1595120	0.5773351578689206	M1.2
GSM1595121	0.584360436456099	M1.2
GSM1595122	0.3065652527664502	M1.2
GSM1595123	0.6222719032199476	M1.2
GSM1595124	0.41627265341971514	M1.2
GSM1595125	0.6222591085249758	M1.2
GSM1595126	0.4890070026629481	M1.2
GSM1595127	0.444381597068965	M1.2
GSM1595128	0.723621079879885	M1.2
GSM1595129	0.3888406278528614	M1.2
GSM1595130	0.5812358402925398	M1.2
GSM1595131	0.5913401735686283	M1.2
GSM1595132	0.5751977142599012	M1.2
GSM1595133	0.5437529864223978	M1.2
GSM1595134	0.6040393595656003	M1.2
GSM1595135	0.7697247141218674	M1.2
GSM1595136	0.5990129740034158	M1.2
GSM1595137	0.6520825825553578	M1.2
GSM1595138	0.7375061771603216	M1.2
GSM1595139	0.572334731386647	M1.2
GSM1595140	0.5465498736614613	M1.2
GSM1595141	0.6027504575961129	M1.2
GSM1595142	0.5827474562438553	M1.2
GSM1595143	0.6699944577283896	M1.2
GSM1595144	0.37373656267411204	M1.2
GSM1595145	0.5348098549458363	M1.2
GSM1595146	0.49399473020601575	M1.2
GSM1595147	0.7252918702129645	M1.2
GSM1595148	0.6872956436242652	M1.2
GSM1595149	0.5160231905283077	M1.2
GSM1595150	0.1686554681906971	M1.2
GSM1595151	0.5796499119563271	M1.2
GSM1595152	0.21568704452210627	M1.2
GSM1595153	0.7823345967354551	M1.2
GSM1595154	0.5204585300928863	M1.2
GSM1595155	0.650130757365812	M1.2
GSM1595156	0.6539895340282881	M1.2
GSM1595157	0.5252349585526352	M1.2
GSM1595158	0.7585591570006195	M1.2
GSM1595159	0.24304389457798384	M1.2
GSM1595160	0.6967606512167459	M1.2
GSM1595161	0.5947622871664665	M1.2
GSM1595162	0.7057865220152604	M1.2
GSM1595163	0.7025290205233535	M1.2
GSM1595164	0.6591303820951464	M1.2
GSM1595165	0.6547878956957713	M1.2
GSM1595166	0.20386300026147566	M1.2
GSM1595167	0.6584535855700754	M1.2
GSM1595168	0.1939422957471744	M1.2
GSM1595169	0.7605304334005301	M1.2
GSM1595170	0.677792503759086	M1.2
GSM1595171	0.16667567985448917	M1.2
GSM1595172	0.30803455520342937	M1.2
GSM1595173	0.667914073952691	M1.2
GSM1595174	0.5710733216032002	M1.2
GSM1595175	0.661789394103162	M1.2
GSM1595176	0.6702433677481219	M1.2
GSM1595177	0.5845629005705116	M1.2
GSM1595178	0.4849525566504463	M1.2
GSM1595179	0.23788102370143552	M1.2
GSM1595180	0.7016088124208062	M1.2
GSM1595181	0.6607758797731584	M1.2
GSM1595182	0.5021229834165976	M1.2
GSM1595183	0.7801010449412216	M1.2
GSM1595184	0.5961172978375224	M1.2
GSM1595185	0.6711595620274571	M1.2
GSM1595186	0.595415791104535	M1.2
GSM1595187	0.32762099580553267	M1.2
GSM1595188	0.13942431618367396	M1.2
GSM1595189	0.5979489149886414	M1.2
GSM1595190	0.551944660375405	M1.2
GSM1595191	0.779559567432162	M1.2
GSM1595192	0.16455704433236204	M1.2
GSM1595193	0.6925542905220167	M1.2
GSM1595194	0.7191461559059165	M1.2
GSM1595195	0.6522948132120064	M1.2
GSM1595196	0.18436178877280332	M1.2
GSM1595197	0.6506818543566052	M1.2
GSM1595198	0.596505559234168	M1.2
GSM1595199	0.35179659679791003	M1.2
GSM1595200	0.7924687983526225	M1.2
GSM1595201	0.6138956180045207	M1.2
GSM1595202	0.6989950958164715	M1.2
GSM1595203	0.1354554674119538	M1.2
GSM1595204	0.520980560576861	M1.2
GSM1595205	0.4571486752507253	M1.2
GSM1595206	0.16625106531416184	M1.2
GSM1595207	0.7087628957215498	M1.2
GSM1595208	0.7459962557977563	M1.2
GSM1595209	0.5809603824434559	M1.2
GSM1595210	0.7787025642755763	M1.2
GSM1595211	0.5993899120033047	M1.2
GSM1595212	0.6146926931114454	M1.2
GSM1595213	0.9257802365253441	M1.2
GSM1595214	0.7714051008385003	M1.2
GSM1595215	0.6186268108437871	M1.2
GSM1595216	0.7629920052590989	M1.2
GSM1595217	0.6698314814364729	M1.2
GSM1595218	0.6972567375674608	M1.2
GSM1595219	0.484779433741501	M1.2
GSM1595220	0.3807654662561572	M1.2
GSM1595221	0.7337470672778789	M1.2
GSM1595222	0.81928702962785	M1.2
GSM2069305	0.20853756030032564	M1.2
GSM2069306	0.24371714418941293	M1.2
GSM2069307	0.23702546093692362	M1.2
GSM2069308	0.2685716201480867	M1.2
GSM2069309	0.38032722047153006	M1.2
GSM2069310	0.4257056282310339	M1.2
GSM2069311	0.36228761053586195	M1.2
GSM2069312	0.36775637621774127	M1.2
GSM2069313	0.5135745919489098	M1.2
GSM2069314	0.5778005789658247	M1.2
GSM2069315	0.5639824018922656	M1.2
GSM2069316	0.6093723121549837	M1.2
GSM2069317	0.7489470421021011	M1.2
GSM2069318	0.7900214578023534	M1.2
GSM2069319	0.7744594716841025	M1.2
GSM2069320	0.830285228088535	M1.2
GSM2069321	0.5223022006153862	M1.2
GSM2069322	0.28955926717944913	M1.2
GSM2069323	0.26688817083939204	M1.2
GSM2069324	0.2663100856337602	M1.2
GSM2069325	0.5494902006527418	M1.2
GSM2069326	0.720048790893083	M1.2
GSM2069327	0.6708202621876318	M1.2
GSM2069328	0.7181935493433235	M1.2
GSM2069329	0.4739862964332879	M1.2
GSM2069330	0.32843722985423285	M1.2
GSM2069331	0.3207535675193116	M1.2
GSM2069332	0.3764301093192815	M1.2
GSM2069333	0.4368321214331969	M1.2
GSM2069334	0.4248905187021489	M1.2
GSM2069335	0.39262011621849996	M1.2
GSM2069336	0.4288350640946867	M1.2
GSM2069337	0.456886773062093	M1.2
GSM2069338	0.4693474092798964	M1.2
GSM2069339	0.46335976685116775	M1.2
GSM2069340	0.37071275267348286	M1.2
GSM2069341	0.29625255264994155	M1.2
GSM2069342	0.2881255226974745	M1.2
GSM2069343	0.2963916610262663	M1.2
GSM2069344	0.2773940772616702	M1.2
GSM2069345	0.22321785075225442	M1.2
GSM2069346	0.21351654244225007	M1.2
GSM2069347	0.2180687304236716	M1.2
GSM2069348	0.5439837921390821	M1.2
GSM2069349	0.7171495790630363	M1.2
GSM2069350	0.607853835614618	M1.2
GSM2069351	0.6387045389401218	M1.2
GSM2069352	0.48289887474076143	M1.2
GSM2069353	0.4536625155592831	M1.2
GSM2069354	0.5178724860304207	M1.2
GSM2069355	0.7771767701004411	M1.2
GSM2069356	0.7140062509246414	M1.2
GSM2069357	0.44714601993568653	M1.2
GSM2069358	0.39399399056089796	M1.2
GSM2069359	0.42615057869994305	M1.2
GSM2069360	0.6003596826901997	M1.2
GSM2069361	0.5682133451874714	M1.2
GSM2069362	0.6444145678532587	M1.2
GSM2069363	0.6818494331671828	M1.2
GSM2069364	0.42058914518868995	M1.2
GSM2069365	0.2505697603232147	M1.2
GSM2069366	0.20894224166031827	M1.2
GSM2069367	0.2270705020231561	M1.2
GSM2069368	0.2415664446442524	M1.2
GSM2069369	0.22546810468223105	M1.2
GSM2069370	0.2244968374818916	M1.2
GSM2069371	0.24029863792009737	M1.2
GSM2069372	0.2174942059147043	M1.2
GSM2069373	0.22290058394975196	M1.2
GSM2069374	0.5750692922293594	M1.2
GSM2069375	0.7318714445208356	M1.2
GSM2069376	0.6555776233623064	M1.2
GSM2069377	0.7026470794705536	M1.2
GSM2069378	0.7638902110603345	M1.2
GSM2069379	0.7208326328969504	M1.2
GSM2069380	0.7048404918330051	M1.2
GSM2069381	0.6941248699038005	M1.2
GSM2069382	0.5935267369999022	M1.2
GSM2069383	0.4826671121336657	M1.2
GSM2069384	0.5543769952317298	M1.2
GSM2069385	0.6035192353008305	M1.2
GSM2069386	0.6844612771196062	M1.2
GSM2069387	0.6513667394691735	M1.2
GSM2069388	0.6802218803119376	M1.2
GSM2069389	0.6907911602848569	M1.2
GSM2069390	0.7280962493239913	M1.2
GSM2069391	0.8214521052546798	M1.2
GSM2069392	0.8547908956413917	M1.2
GSM2069393	0.8711497837494686	M1.2
GSM2069394	0.8097741620998963	M1.2
GSM2069395	0.802941456339706	M1.2
GSM2069396	0.8114181262516541	M1.2
GSM2069397	0.8183777479310155	M1.2
GSM2069398	0.8264277841630212	M1.2
GSM2069399	0.829318434259931	M1.2
GSM2069400	0.6673034766936679	M1.2
GSM2069401	0.7558819281891955	M1.2
GSM2069402	0.7757808816885443	M1.2
GSM2069403	0.7602488137123399	M1.2
GSM2069404	0.7604450634883825	M1.2
GSM2069405	0.7178625077459934	M1.2
GSM2069406	0.21860060166925974	M1.2
GSM2069407	0.3844257389639238	M1.2
GSM2069408	0.3127531573614995	M1.2
GSM2069409	0.3721951479768708	M1.2
GSM2069410	0.4022380490167852	M1.2
GSM2069411	0.33911330786337684	M1.2
GSM2069412	0.16843272586426136	M1.2
GSM2069413	0.37647533513970366	M1.2
GSM2069414	0.34701310431990673	M1.2
GSM2069415	0.18770884791562953	M1.2
GSM2069416	0.3925185223886917	M1.2
GSM2069417	0.3543719175744646	M1.2
GSM2069418	0.19929439490656847	M1.2
GSM2069419	0.22459716557726714	M1.2
GSM2069420	0.19642748719335368	M1.2
GSM2069421	0.34900066583295736	M1.2
GSM2069422	0.2897559917113818	M1.2
GSM2069423	0.24152635361051736	M1.2
GSM2069424	0.15848614173891482	M1.2
GSM2069425	0.14351941747734467	M1.2
GSM2069426	0.163121630106483	M1.2
GSM2069427	0.1677005512981661	M1.2
GSM2069428	0.1814881682461618	M1.2
GSM2069429	0.1763895232746811	M1.2
GSM955680_DNA10204-001.CEL	0.30883112462232687	M3.4
GSM955681_DNA10204-003.CEL	0.36480801838740706	M3.4
GSM955682_DNA10204-005.CEL	0.3578388126258714	M3.4
GSM955683_DNA10204-007.CEL	0.33886016790842866	M3.4
GSM955684_DNA10204-011.CEL	0.33554452614674696	M3.4
GSM955685_DNA10204-013.CEL	0.3091688876488794	M3.4
GSM955686_DNA10204-015.CEL	0.3247524747629056	M3.4
GSM955687_DNA10204-017.CEL	0.31759110272982977	M3.4
GSM955688_DNA10204-019.CEL	0.2796289640734079	M3.4
GSM955689_DNA10204-021.CEL	0.29498229966561856	M3.4
GSM955690_DNA10204-023.CEL	0.37181735399112004	M3.4
GSM955691_DNA10204-025.CEL	0.2625542597502417	M3.4
GSM955692_DNA10204-028.CEL	0.3237484615994288	M3.4
GSM955693_DNA10204-031.CEL	0.3911645725048743	M3.4
GSM955694_DNA10204-033.CEL	0.28094536784697616	M3.4
GSM955695_DNA10204-035.CEL	0.24303532673190972	M3.4
GSM955696_DNA10204-037.CEL	0.3867077398438371	M3.4
GSM955697_DNA10204-039.CEL	0.3311486641973859	M3.4
GSM955698_DNA10204-041.CEL	0.2998726440104191	M3.4
GSM955699_DNA10204-043.CEL	0.3242150072874586	M3.4
GSM955700_DNA10204-045.CEL	0.32343692760033727	M3.4
GSM955701_DNA10204-047.CEL	0.27083282379141665	M3.4
GSM955702_DNA10204-049.CEL	0.22267527349834318	M3.4
GSM955703_DNA10204-051.CEL	0.26431138133464	M3.4
GSM955704_DNA10204-053.CEL	0.279709582273818	M3.4
GSM955705_DNA10204-055.CEL	0.3167451246069411	M3.4
GSM955706_DNA10204-057.CEL	0.30248793891470027	M3.4
GSM955707_DNA10204-059.CEL	0.3302261416267897	M3.4
GSM955708_DNA10204-061.CEL	0.32999724320780244	M3.4
GSM955709_DNA10204-063.CEL	0.34475223579269315	M3.4
GSM955710_DNA10204-065.CEL	0.3623456719831934	M3.4
GSM955711_DNA10204-067.CEL	0.29949086847812834	M3.4
GSM955712_DNA10204-069.CEL	0.27381563650881147	M3.4
GSM955713_DNA10204-071.CEL	0.35625125554044523	M3.4
GSM955714_DNA10204-073.CEL	0.25816007262685425	M3.4
GSM955715_DNA10204-075.CEL	0.2794617666112879	M3.4
GSM955716_DNA10204-077.CEL	0.32693292117946743	M3.4
GSM955717_DNA10204-079.CEL	0.31655120346690646	M3.4
GSM955718_DNA10204-081.CEL	0.29548620680100696	M3.4
GSM955719_DNA10204-083.CEL	0.4979075397994122	M3.4
GSM955720_DNA10204-085.CEL	0.24798409539006566	M3.4
GSM955721_DNA10204-087.CEL	0.3145081715972278	M3.4
GSM955722_DNA10204-089.CEL	0.3181176309125451	M3.4
GSM955723_DNA10204-091.CEL	0.30994628637501065	M3.4
GSM955724_DNA10204-093.CEL	0.34589338554839105	M3.4
GSM955725_DNA10204-095.CEL	0.2618221705301997	M3.4
GSM955726_DNA10204-099.CEL	0.7530453631131202	M3.4
GSM955727_DNA10204-105.CEL	0.5745810096587667	M3.4
GSM955728_DNA10204-116.CEL	0.7667512811749586	M3.4
GSM955729_DNA10204-122.CEL	0.6125488227621483	M3.4
GSM955730_DNA10204-133.CEL	0.7959911292771386	M3.4
GSM955731_DNA10204-139.CEL	0.6214756471272359	M3.4
GSM955732_DNA10204-150.CEL	0.7749370627393641	M3.4
GSM955733_DNA10204-156.CEL	0.6670724665097105	M3.4
GSM955734_DNA10204-184.CEL	0.8208256405755047	M3.4
GSM955735_DNA10204-190.CEL	0.5465045625890279	M3.4
GSM955736_DNA10204-201.CEL	0.8245666554138398	M3.4
GSM955737_DNA10204-207.CEL	0.6088305913049379	M3.4
GSM955738_DNA10204-218.CEL	0.7911487568949588	M3.4
GSM955739_DNA10204-224.CEL	0.5779653241488676	M3.4
GSM955740_DNA10204-235.CEL	0.7661035426210163	M3.4
GSM955741_DNA10204-241.CEL	0.5550447605123053	M3.4
GSM955742_DNA10204-252.CEL	0.9228288265011461	M3.4
GSM955743_DNA10204-258.CEL	0.7106173790571629	M3.4
GSM955744_DNA10204-331.CEL	0.5355051986039482	M3.4
GSM955745_DNA11091-089.CEL	0.47628606236956905	M3.4
GSM955746_DNA11091-115.CEL	0.4949414283909033	M3.4
GSM955747_DNA10204-290.CEL	0.4182040212567212	M3.4
GSM955748_DNA11091-119.CEL	0.4693241996174865	M3.4
GSM955749_DNA11091-106.CEL	0.5123264222057667	M3.4
GSM955750_DNA11091-081.CEL	0.6288233619016959	M3.4
GSM955751_DNA11091-149.CEL	0.6391939662847245	M3.4
GSM955752_DNA11159-003.CEL	0.5872912189475048	M3.4
GSM955753_DNA10204-287.CEL	0.5908341639869605	M3.4
GSM955754_DNA11091-073.CEL	0.5026216266658355	M3.4
GSM955755_DNA11091-128.CEL	0.5392359978211849	M3.4
GSM955756_DNA11091-083.CEL	0.5406249142246814	M3.4
GSM955757_DNA11091-151.CEL	0.642158412975388	M3.4
GSM955758_DNA11159-013.CEL	0.3143469343771311	M3.4
GSM955759_DNA10204-309.CEL	0.36074930198181565	M3.4
GSM955760_DNA11091-112.CEL	0.3209967721712649	M3.4
GSM955761_DNA11091-095.CEL	0.37199953378798206	M3.4
GSM955762_DNA10204-341.CEL	0.31562685648401495	M3.4
GSM955763_DNA11091-053.CEL	0.3346166424819795	M3.4
GSM955764_DNA11091-077.CEL	0.3620843535675467	M3.4
GSM955765_DNA10204-335.CEL	0.5713696722843468	M3.4
GSM955766_DNA11091-109.CEL	0.459213181313881	M3.4
GSM955767_DNA11091-058.CEL	0.6044914694876271	M3.4
GSM955768_DNA10204-339.CEL	0.45322632000943835	M3.4
GSM955769_DNA11091-055.CEL	0.46223382093575566	M3.4
GSM955770_DNA11091-087.CEL	0.47464949707157267	M3.4
GSM955771_DNA10204-337.CEL	0.3470322561936567	M3.4
GSM955772_DNA11091-050.CEL	0.3962093202750324	M3.4
GSM955773_DNA11091-136.CEL	0.385565963510828	M3.4
GSM955774_DNA10204-333.CEL	0.28841419917719063	M3.4
GSM955775_DNA11091-017.CEL	0.38272447743154253	M3.4
GSM955776_DNA11091-108.CEL	0.3035310216976913	M3.4
GSM955777_DNA10204-343.CEL	0.29764205204114136	M3.4
GSM955778_DNA11091-124.CEL	0.35744369417472127	M3.4
GSM955779_DNA11091-022.CEL	0.3435240966468021	M3.4
GSM955780_DNA10204-303.CEL	0.5258006793916956	M3.4
GSM955781_DNA11091-038.CEL	0.5176363351101779	M3.4
GSM955782_DNA11091-107.CEL	0.5275099085631961	M3.4
GSM955783_DNA10204-281.CEL	0.27209825814738753	M3.4
GSM955784_DNA11091-027.CEL	0.3795518547091155	M3.4
GSM955785_DNA11091-130.CEL	0.3581373241285734	M3.4
GSM955786_DNA10204-285.CEL	0.2820491542934006	M3.4
GSM955787_DNA11091-120.CEL	0.339793941238852	M3.4
GSM955788_DNA11091-091.CEL	0.3281654007111721	M3.4
GSM955789_DNA10204-283.CEL	0.4765162641229261	M3.4
GSM955790_DNA11091-069.CEL	0.5129118490227129	M3.4
