Source Name	Summary	Module
GSM955722_DNA10204-089.CEL	0.15760827709330724	M1.2
GSM955723_DNA10204-091.CEL	0.15651139491899366	M1.2
GSM955724_DNA10204-093.CEL	0.25969234595389096	M1.2
GSM955725_DNA10204-095.CEL	0.16534344902990253	M1.2
GSM955726_DNA10204-099.CEL	0.7166841366776755	M1.2
GSM955727_DNA10204-105.CEL	0.5607355236387074	M1.2
GSM955728_DNA10204-116.CEL	0.746197949932014	M1.2
GSM955729_DNA10204-122.CEL	0.6135124809365782	M1.2
GSM955730_DNA10204-133.CEL	0.7650548573675016	M1.2
GSM955731_DNA10204-139.CEL	0.6003327813473592	M1.2
GSM955732_DNA10204-150.CEL	0.745006222175547	M1.2
GSM955733_DNA10204-156.CEL	0.6487906176694667	M1.2
GSM955734_DNA10204-184.CEL	0.7815354117336513	M1.2
GSM955735_DNA10204-190.CEL	0.5440161697168032	M1.2
GSM955736_DNA10204-201.CEL	0.7867506887591507	M1.2
GSM955737_DNA10204-207.CEL	0.5885592292897728	M1.2
GSM955738_DNA10204-218.CEL	0.7704477619559801	M1.2
GSM955739_DNA10204-224.CEL	0.5843083835233571	M1.2
GSM955740_DNA10204-235.CEL	0.7436275686688506	M1.2
GSM955741_DNA10204-241.CEL	0.5503096405333443	M1.2
GSM955742_DNA10204-252.CEL	0.9028529421122824	M1.2
GSM955743_DNA10204-258.CEL	0.7269605965572055	M1.2
GSM955744_DNA10204-331.CEL	0.4827299370302915	M1.2
GSM955745_DNA11091-089.CEL	0.5518965563877383	M1.2
GSM955746_DNA11091-115.CEL	0.5673362807433222	M1.2
GSM955747_DNA10204-290.CEL	0.44395575852837976	M1.2
GSM955748_DNA11091-119.CEL	0.5222536893256491	M1.2
GSM955749_DNA11091-106.CEL	0.586110588829051	M1.2
GSM955750_DNA11091-081.CEL	0.7192598641538631	M1.2
GSM955751_DNA11091-149.CEL	0.7178356654109413	M1.2
GSM955752_DNA11159-003.CEL	0.6389589624882732	M1.2
GSM955753_DNA10204-287.CEL	0.6977671657125986	M1.2
GSM955754_DNA11091-073.CEL	0.5698320445744627	M1.2
GSM955755_DNA11091-128.CEL	0.6048992776953062	M1.2
GSM955756_DNA11091-083.CEL	0.6424739748575953	M1.2
GSM955757_DNA11091-151.CEL	0.728096757578299	M1.2
GSM955758_DNA11159-013.CEL	0.3114017195827446	M1.2
GSM955759_DNA10204-309.CEL	0.22981827398187143	M1.2
GSM955760_DNA11091-112.CEL	0.24064986675445277	M1.2
GSM955761_DNA11091-095.CEL	0.2890430315290985	M1.2
GSM955762_DNA10204-341.CEL	0.16993615443121238	M1.2
GSM955763_DNA11091-053.CEL	0.1769060834271525	M1.2
GSM955764_DNA11091-077.CEL	0.23441495714872632	M1.2
GSM955765_DNA10204-335.CEL	0.7047193788429641	M1.2
GSM955766_DNA11091-109.CEL	0.5340817593370635	M1.2
GSM955767_DNA11091-058.CEL	0.7143672831382047	M1.2
GSM955768_DNA10204-339.CEL	0.5395898579493432	M1.2
GSM955769_DNA11091-055.CEL	0.4606055034361207	M1.2
GSM955770_DNA11091-087.CEL	0.546971526750531	M1.2
GSM955771_DNA10204-337.CEL	0.2413598643265898	M1.2
GSM955772_DNA11091-050.CEL	0.4040999432394889	M1.2
GSM955773_DNA11091-136.CEL	0.4066439447127	M1.2
GSM955774_DNA10204-333.CEL	0.13259708801438633	M1.2
GSM955775_DNA11091-017.CEL	0.3532073824374353	M1.2
GSM955776_DNA11091-108.CEL	0.1519257027222845	M1.2
GSM955777_DNA10204-343.CEL	0.328028018829212	M1.2
GSM955778_DNA11091-124.CEL	0.28991983106183217	M1.2
GSM955779_DNA11091-022.CEL	0.25629259173642577	M1.2
GSM955780_DNA10204-303.CEL	0.5877316214704414	M1.2
GSM955781_DNA11091-038.CEL	0.541455007587177	M1.2
GSM955782_DNA11091-107.CEL	0.5536455321830723	M1.2
GSM955783_DNA10204-281.CEL	0.1805813976989782	M1.2
GSM955784_DNA11091-027.CEL	0.29196397995610296	M1.2
GSM955785_DNA11091-130.CEL	0.26323233963456844	M1.2
GSM955786_DNA10204-285.CEL	0.1349716986684939	M1.2
GSM955787_DNA11091-120.CEL	0.1733305923841912	M1.2
GSM955788_DNA11091-091.CEL	0.17321525708308863	M1.2
GSM955789_DNA10204-283.CEL	0.5480496610575137	M1.2
GSM955790_DNA11091-069.CEL	0.5903473057001625	M1.2
GSM955791_DNA11091-093.CEL	0.5633778066609745	M1.2
GSM955792_DNA10204-305.CEL	0.5312275985536545	M1.2
GSM955793_DNA11091-035.CEL	0.4567836858285539	M1.2
GSM955794_DNA11091-044.CEL	0.3888084998934428	M1.2
GSM955795_DNA10204-291.CEL	0.7010286022149276	M1.2
GSM955796_DNA11091-031.CEL	0.680570454732146	M1.2
GSM955797_DNA11091-059.CEL	0.7088785524145685	M1.2
GSM955798_DNA10204-299.CEL	0.658973193609169	M1.2
GSM955799_DNA11091-039.CEL	0.31075617133353733	M1.2
GSM955800_DNA11091-048.CEL	0.37995830028992783	M1.2
GSM955801_DNA10204-301.CEL	0.5997428441376399	M1.2
GSM955802_DNA11091-042.CEL	0.5696748108416914	M1.2
GSM955803_DNA11091-045.CEL	0.19649119132655946	M1.2
GSM955804_DNA10204-307.CEL	0.1433472257266029	M1.2
GSM955805_DNA11091-113.CEL	0.23945283221647778	M1.2
GSM955806_DNA11091-098.CEL	0.3208958085229023	M1.2
GSM955807_DNA11091-061.CEL	0.04336856892506768	M1.2
GSM955808_DNA11091-166.CEL	0.12513241704303002	M1.2
GSM955809_DNA11091-152.CEL	0.1023068559495024	M1.2
GSM955810_DNA11091-052.CEL	0.6248842620731427	M1.2
GSM955811_DNA11091-161.CEL	0.7427443486280702	M1.2
GSM955812_DNA11091-168.CEL	0.7381832892268658	M1.2
GSM955813_DNA11091-071.CEL	0.6129636860221646	M1.2
GSM955814_DNA11091-140.CEL	0.41217003331639207	M1.2
GSM955815_DNA11159-010.CEL	0.4909832602274834	M1.2
GSM955816_DNA11091-079.CEL	0.4937330273122469	M1.2
GSM955817_DNA11091-147.CEL	0.2635668090473486	M1.2
GSM955818_DNA11159-018.CEL	0.2919292669033964	M1.2
GSM955819_DNA11091-067.CEL	0.16643099362534078	M1.2
GSM955820_DNA11091-137.CEL	0.13557387262152917	M1.2
GSM955821_DNA11159-012.CEL	0.11836398262832454	M1.2
GSM1509610_1001V1.CEL	0.6851464946920565	M1.2
GSM1509611_1001V2.CEL	0.6616534442498936	M1.2
GSM1509612_1004V1.CEL	0.2565727744115031	M1.2
GSM1509613_1005V1.CEL	0.26607745004889444	M1.2
GSM1509614_1011V1.CEL	0.755372921811543	M1.2
GSM1509615_1012V1.CEL	0.7596629224958564	M1.2
GSM1509616_1014V1.CEL	0.7123046059701458	M1.2
GSM1509617_1014V2.CEL	0.7608124948444027	M1.2
GSM1509618_1015V1.CEL	0.6233406338771154	M1.2
GSM1509619_1019V1.CEL	0.20151607140008196	M1.2
GSM1509620_1020V1.CEL	0.5665528687224682	M1.2
GSM1509621_1021V1.CEL	0.7522992034653944	M1.2
GSM1509622_1023V1.CEL	0.46340298290364046	M1.2
GSM1509623_1024V1.CEL	0.6819168892408249	M1.2
GSM1509624_1024V2.CEL	0.7038066658521163	M1.2
GSM1509625_1025V1.CEL	0.6737877645602794	M1.2
GSM1509626_1026V4.CEL	0.6691773960829968	M1.2
GSM1509627_1028V1.CEL	0.7844524210892807	M1.2
GSM1509628_1029V1.CEL	0.7498790446623613	M1.2
GSM1509629_1029V2.CEL	0.7335401150648184	M1.2
GSM1509630_1030V1.CEL	0.4200282474098435	M1.2
GSM1509631_1030V2.CEL	0.6449582572816349	M1.2
GSM1509632_1031V2.CEL	0.7089079474361933	M1.2
GSM1509633_1032V3.CEL	0.7315265856691233	M1.2
GSM1509634_1034V2.CEL	0.3512408836136893	M1.2
GSM1509635_1034V3.CEL	0.31126515696307483	M1.2
GSM1509636_1035V1.CEL	0.32484538368778587	M1.2
GSM1509637_1036V1.CEL	0.7896018859131508	M1.2
GSM1509638_1037V1.CEL	0.702819870149769	M1.2
GSM1509639_1040V1.CEL	0.5350333642144504	M1.2
GSM1509640_1041V1.CEL	0.7024404330251331	M1.2
GSM1509641_1042V1.CEL	0.32302403299216037	M1.2
GSM1509642_1043V2.CEL	0.6106142390610014	M1.2
GSM1509643_1044V1.CEL	0.6277953748147667	M1.2
GSM1509644_1045V1.CEL	0.5541121158119126	M1.2
GSM1509645_1045V2.CEL	0.7774070029095237	M1.2
GSM1509646_1046V1.CEL	0.732543058199884	M1.2
GSM1509647_1046V2.CEL	0.7862486518517477	M1.2
GSM1509648_1047V1.CEL	0.7926741264026769	M1.2
GSM1509649_1048V1.CEL	0.31718919742642143	M1.2
GSM1509650_1048V2.CEL	0.5035848718634053	M1.2
GSM1509651_1049V2.CEL	0.7730322918880638	M1.2
GSM1509652_1049V4.CEL	0.5006876756378006	M1.2
GSM1509653_1050V1.CEL	0.8074328362764696	M1.2
GSM1509654_1051V1.CEL	0.6602718630641893	M1.2
GSM1509655_1052V1.CEL	0.7651405016145659	M1.2
GSM1509656_1053V1.CEL	0.7014807269373778	M1.2
GSM1509657_1054V1.CEL	0.7741498460019481	M1.2
GSM1509658_1056V1.CEL	0.4523767677110346	M1.2
GSM1509659_1060V1.CEL	0.22142544131184494	M1.2
GSM1509660_1064V1.CEL	0.5587147423129182	M1.2
GSM1509661_1065V1.CEL	0.7563651416006874	M1.2
GSM1509662_1066V1.CEL	0.7451879952220021	M1.2
GSM1509663_1069V1.CEL	0.648946801947104	M1.2
GSM1509664_1072V1.CEL	0.7637757625634234	M1.2
GSM1509665_1075V1.CEL	0.23616780150240568	M1.2
GSM1509666_1076V1.CEL	0.7402611462316173	M1.2
GSM1509667_1081V4.CEL	0.6217399147817065	M1.2
GSM1509668_1082V2.CEL	0.5547058938780931	M1.2
GSM1509669_1083V1.CEL	0.6708370602657198	M1.2
GSM1509670_1083V2.CEL	0.6806231644911398	M1.2
GSM1509671_1084V3.CEL	0.7244591259879205	M1.2
GSM1509672_1087V1.CEL	0.6870326210595699	M1.2
GSM1509673_1088V2.CEL	0.47807219621598906	M1.2
GSM1509674_1088V3.CEL	0.6685730128814612	M1.2
GSM1509675_1090V1.CEL	0.5490075742545734	M1.2
GSM1509676_1091V1.CEL	0.6510166118619665	M1.2
GSM1509677_1092V1.CEL	0.7407515831215425	M1.2
GSM1509678_1093V1.CEL	0.7289836724516529	M1.2
GSM1509679_1095V2.CEL	0.7324730875181458	M1.2
GSM1509680_1096V1.CEL	0.7367354716510405	M1.2
GSM1509681_1097V1.CEL	0.257586261198713	M1.2
GSM1509682_1097V2.CEL	0.3537412182352495	M1.2
GSM1509683_1097V3.CEL	0.2544634114492386	M1.2
GSM1509684_1099V1.CEL	0.6378155498397209	M1.2
GSM1509685_1099V2.CEL	0.5871849892201223	M1.2
GSM1509686_1100V3.CEL	0.819066596602135	M1.2
GSM1509687_1101V3.CEL	0.9667170511368719	M1.2
GSM1509688_1102V1.CEL	0.7223306969945293	M1.2
GSM1509689_1102V2.CEL	0.6846954330865842	M1.2
GSM1509690_1103V1.CEL	0.6196385008262238	M1.2
GSM1509691_1103V2_2.CEL	0.31893217727742545	M1.2
GSM1509692_1104V1.CEL	0.02111524311671866	M1.2
GSM1509693_1105V1.CEL	0.5320473161889527	M1.2
GSM1509694_1110V1.CEL	0.5455208148701529	M1.2
GSM1509695_1111V1.CEL	0.7261208177561058	M1.2
GSM1509696_1111V2.CEL	0.7000882622262868	M1.2
GSM1509697_1113V1.CEL	0.679431036865325	M1.2
GSM1509698_1114V4.CEL	0.1921657967874795	M1.2
GSM1509699_1115V1.CEL	0.5624695651643782	M1.2
GSM1509700_1115V2.CEL	0.8379239050527929	M1.2
GSM1509701_1116V1.CEL	0.8484366977714832	M1.2
GSM1509702_1117V1.CEL	0.7593520622885221	M1.2
GSM1509703_1118V3_2.CEL	0.8228616037600713	M1.2
GSM1509704_1120V1.CEL	0.5685745051297432	M1.2
GSM1509705_1121V1.CEL	0.6972960706670482	M1.2
GSM1509706_1123V2.CEL	0.6059424380836556	M1.2
GSM1509707_1125V1.CEL	0.8054268395390868	M1.2
GSM1509708_1127V1.CEL	0.6980076760035706	M1.2
GSM1509709_Untreated_Control_11690.CEL	0.2059328528259099	M1.2
GSM1509710_Untreated_Control_11691.CEL	0.221823519394485	M1.2
GSM1509711_Untreated_Control_11692.CEL	0.24070985942734147	M1.2
GSM1509712_Untreated_Control_11693.CEL	0.2735686172201596	M1.2
GSM1509713_Untreated_Control_11694.CEL	0.2891645290644505	M1.2
GSM1509714_Untreated_Control_11695.CEL	0.1841537168998427	M1.2
GSM1509715_Untreated_Control_11696.CEL	0.23811728081389139	M1.2
GSM1509716_Untreated_Control_11697.CEL	0.25645057382527353	M1.2
GSM1509717_Untreated_Control_11698.CEL	0.3379272680747774	M1.2
GSM1509718_Untreated_Control_11699.CEL	0.2090855698814254	M1.2
GSM1509719_Untreated_Control_11815.CEL	0.19042142730327502	M1.2
GSM1509720_Untreated_Control_11816.CEL	0.22880651898443016	M1.2
GSM1509721_Untreated_Control_11817.CEL	0.308803080312398	M1.2
GSM1509722_Untreated_Control_11818.CEL	0.3752515978403273	M1.2
GSM1509723_Untreated_Control_11819.CEL	0.22828258919195457	M1.2
GSM1509724_Untreated_Control_11820.CEL	0.3061866123831239	M1.2
GSM1509725_Untreated_Control_11821.CEL	0.18831306957374447	M1.2
GSM1509726_Untreated_Control_11822.CEL	0.41905072592848214	M1.2
GSM1509727_Untreated_Control_11823.CEL	0.2891481953441148	M1.2
GSM1509728_Untreated_Control_11824.CEL	0.30507532765941503	M1.2
GSM1509729_Untreated_Control_11846.CEL	0.3086108816581112	M1.2
GSM1509730_Untreated_Control_11847.CEL	0.1832938746302121	M1.2
GSM1509731_Untreated_Control_11848.CEL	0.2703209076548481	M1.2
GSM1509732_Untreated_Control_11849.CEL	0.25907264387600915	M1.2
GSM1509733_Untreated_Control_11850.CEL	0.362180173230218	M1.2
GSM1509734_Untreated_Control_11851.CEL	0.27494866848246496	M1.2
GSM1509735_Untreated_Control_11852.CEL	0.34446901420621934	M1.2
GSM1509736_Untreated_Control_11853.CEL	0.3309165703016055	M1.2
GSM1509737_Untreated_Control_11854.CEL	0.24655656470210968	M1.2
GSM1509738_Untreated_Control_11855.CEL	0.2683323717276587	M1.2
GSM1869396_SLE1_T0_HG-U133_Plus_2_.CEL	0.6196380860533345	M1.2
GSM1869397_SLE1_T12_HG-U133_Plus_2_.CEL	0.8818091089259813	M1.2
GSM1869398_SLE1_T24_HG-U133_Plus_2_.CEL	0.7254678713750766	M1.2
GSM1869399_SLE2_T0_HG-U133_Plus_2_.CEL	0.8930324287989699	M1.2
GSM1869400_SLE2_T12_HG-U133_Plus_2_.CEL	0.44911686769950876	M1.2
GSM1869401_SLE2_T24_HG-U133_Plus_2_.CEL	0.4583696880920625	M1.2
GSM1869402_SLE3_T0_HG-U133_Plus_2_.CEL	0.6037996864219535	M1.2
GSM1869403_SLE3_T12_HG-U133_Plus_2_.CEL	0.3773315280314783	M1.2
GSM1869404_SLE3_T24_HG-U133_Plus_2_.CEL	0.596519110038903	M1.2
GSM1869405_SLE4_T0.CEL	0.15886256386561792	M1.2
GSM1869406_SLE4_T12_HG-U133_Plus_2_.CEL	0.6022614941033286	M1.2
GSM1869407_SLE4_T24_HG-U133_Plus_2_.CEL	0.17679666378460146	M1.2
GSM1869408_SLE5_T0_HG-U133_Plus_2_.CEL	0.7024452930393988	M1.2
GSM1869409_SLE5_T12_HG-U133_Plus_2_.CEL	0.7127164158521796	M1.2
GSM1869410_SLE5_T24_HG-U133_Plus_2_.CEL	0.6736580761395713	M1.2
GSM1869411_SLE6_T0_HG-U133_Plus_2_.CEL	0.7683124703855607	M1.2
GSM1869412_SLE6_T12_HG-U133_Plus_2_.CEL	0.18003418155153983	M1.2
GSM1869413_SLE6_T24_HG-U133_Plus_2_.CEL	0.06195310376787761	M1.2
GSM1869414_SLE9_T0_HG-U133_Plus_2_.CEL	0.32493003782899293	M1.2
GSM1869415_SLE9_T12_HG-U133_Plus_2_.CEL	0.5349306761152102	M1.2
GSM1869416_SLE9_T24_HG-U133_Plus_2_.CEL	0.07379056973214664	M1.2
GSM1869417_SLE11_T0_HG-U133_Plus_2_.CEL	0.6519207469342858	M1.2
GSM1869418_SLE11_T12_HG-U133_Plus_2_.CEL	0.19054831318848728	M1.2
GSM1869419_SLE11_T24_HG-U133_Plus_2_.CEL	0.10868143824683858	M1.2
GSM1869420_SLE12_T0_HG-U133_Plus_2_.CEL	0.5428910318348081	M1.2
GSM1869421_SLE12_T12_HG-U133_Plus_2_.CEL	0.6629167697643987	M1.2
GSM1869422_SLE12_T24_HG-U133_Plus_2_.CEL	0.6110910910020897	M1.2
GSM1869423_SLE13_T0_HG-U133_Plus_2_.CEL	0.7844801714244477	M1.2
GSM1869424_SLE13_T12_HG-U133_Plus_2_.CEL	0.6566845099287669	M1.2
GSM1869425_SLE13_T24_HG-U133_Plus_2_.CEL	0.49986069738468464	M1.2
SLE111_070303B	0.4163879762918483	M1.2
SLE121_022704B	0.6602089958400555	M1.2
SLE52_071702B	0.5224602115748644	M1.2
SLE85_110602B	0.5824878561547255	M1.2
SLE117_103003B	0.7512596709363232	M1.2
SLE100_050703B	0.32573876768839916	M1.2
SLE107_060403B	0.6205979818110319	M1.2
SLE67_042803B	0.2949154777846478	M1.2
SLE82_032604B	0.4705953147732216	M1.2
SLE31_110602B	0.6313514071684551	M1.2
SLE108_061103B	0.29248054463304224	M1.2
SLE78_021304B	0.7522178579330145	M1.2
SLE60_021604B	0.07732292484249621	M1.2
SLE75_060203B	0.3119550872348157	M1.2
SLE106_060203B	0.3492751771106531	M1.2
SLE87_110602B	0.7594243043281872	M1.2
SLE76_060203B	0.8132885590592626	M1.2
SLE74_031004B	0.6287586770183535	M1.2
SLE57_072402B	0.04725524407536225	M1.2
SLE91_021604B	0.8805406680755631	M1.2
SLE98_012903B	0.6545846479655528	M1.2
SLE113B	0.7725390797466405	M1.2
SLE32_061103B	0.46508949010936845	M1.2
SLE79_102402B	0.4300856505514403	M1.2
SLE51_071702B	0.5749495691894981	M1.2
SLE66_091602B	0.5410518720265971	M1.2
SLE20_060603B	0.7197099048281174	M1.2
SLE96_021804B	0.53965241616587	M1.2
SLE53_042803B	0.32708776045382115	M1.2
SLE50_010803B	0.4196419969451886	M1.2
SLE99_030304B	0.614353136007967	M1.2
SLE114B	0.762822667428289	M1.2
SLE48_110602B	0.5707091446006934	M1.2
SLE45_090902B	0.5129472550246973	M1.2
SLE62_030504B	0.3921316059952926	M1.2
SLE41_111502B	0.6393099579739504	M1.2
SLE94_060403B	0.7886308267219321	M1.2
H 27	0.11535460492783764	M1.2
H 30	0.14793249239132827	M1.2
H 45	0.10246950824881575	M1.2
H 46	0.17413387423871846	M1.2
GSM1199352	0.5211685608939601	M1.2
GSM1199353	0.6694113364242936	M1.2
GSM1199354	0.545290952859031	M1.2
GSM1199355	0.5761838830835228	M1.2
GSM1199356	0.7555543892316117	M1.2
GSM1199357	0.5312887829570979	M1.2
GSM1199358	0.7739352266561929	M1.2
GSM1199359	0.2238624402219649	M1.2
GSM1199360	0.855008056575999	M1.2
GSM1199361	0.5770888736218064	M1.2
GSM1199362	0.6341699812498299	M1.2
GSM1199363	0.7288027335209436	M1.2
GSM1199364	0.21703134472332505	M1.2
GSM1199365	0.7112525546525464	M1.2
GSM1199367	0.8065025487441458	M1.2
GSM1199369	0.6139800008347274	M1.2
GSM1199373	0.7015536792078266	M1.2
GSM1199376	0.6554373255717483	M1.2
GSM1199379	0.24309261315126957	M1.2
GSM1199381	0.22027403291799966	M1.2
GSM1199384	0.24584662300759547	M1.2
GSM1199386	0.20756148490349946	M1.2
GSM1199388	0.4400041447414131	M1.2
GSM1199391	0.5701624833500218	M1.2
GSM1199394	0.28348194590143233	M1.2
GSM1199396	0.6932182329285693	M1.2
GSM1199398	0.5962917265638382	M1.2
GSM1199399	0.7644014970138593	M1.2
GSM1199400	0.26309905841441267	M1.2
GSM1199401	0.7530972504719876	M1.2
GSM1199402	0.6943782690439578	M1.2
GSM1199403	0.6080754648735593	M1.2
GSM1199404	0.7886811050762165	M1.2
GSM1199405	0.6074471145462644	M1.2
GSM1199406	0.7688635373970865	M1.2
GSM1199407	0.8844574579372814	M1.2
GSM1199408	0.2007399106064164	M1.2
GSM1199409	0.18969524413468983	M1.2
GSM1199410	0.09698019482790547	M1.2
GSM1199411	0.5734192297645403	M1.2
GSM1199412	0.6550294373897859	M1.2
GSM1199413	0.3214626280360484	M1.2
GSM1199414	0.6500651994671148	M1.2
GSM1199415	0.27184186689021694	M1.2
GSM1199416	0.7196661584237914	M1.2
GSM1199417	0.6479909113669279	M1.2
GSM1199418	0.3551830624233812	M1.2
GSM1199419	0.7310436040997199	M1.2
GSM1199420	0.7697100911609682	M1.2
GSM1199421	0.5695654306989336	M1.2
GSM1199422	0.8319959482778225	M1.2
GSM1199423	0.667109015195521	M1.2
GSM1199424	0.41350614818743564	M1.2
GSM1199425	0.6384490729864224	M1.2
GSM1199426	0.36444029872336464	M1.2
GSM1199427	0.6184541497583211	M1.2
GSM1199428	0.28429231027110774	M1.2
GSM1199429	0.6297326314778346	M1.2
GSM1199430	0.19438787413790248	M1.2
GSM1199431	0.19707567607554108	M1.2
GSM1199432	0.8527415583812291	M1.2
GSM1199433	0.1562116852650236	M1.2
GSM1199434	0.6506130620967314	M1.2
GSM1199435	0.44449457613628396	M1.2
GSM1199436	0.1302402005536935	M1.2
GSM1199437	0.16143375897984938	M1.2
GSM1199438	0.7105981184118847	M1.2
GSM1199439	0.3197059609063084	M1.2
GSM1199440	0.30443870457194605	M1.2
GSM1199441	0.5173431911185506	M1.2
GSM1199442	0.46882966977012575	M1.2
GSM1199443	0.17611371815568883	M1.2
GSM1199444	0.2612635883326155	M1.2
GSM1199445	0.21308235157438943	M1.2
GSM1199446	0.7080549213542343	M1.2
GSM1199447	0.7624912821592711	M1.2
GSM1199448	0.6576716121583023	M1.2
GSM1199449	0.6379831965497412	M1.2
GSM1199450	0.2179455810738059	M1.2
GSM1199451	0.5931754302978047	M1.2
GSM1199452	0.6600780903703725	M1.2
GSM1199453	0.6828090789661457	M1.2
GSM1199454	0.6094337829285835	M1.2
GSM1199455	0.8240792797925026	M1.2
GSM1199456	0.6895655496656204	M1.2
GSM1199457	0.6547001275337392	M1.2
GSM1199458	0.7386739293381837	M1.2
GSM1199459	0.5549646527823617	M1.2
GSM1199460	0.8369831052146576	M1.2
GSM1199461	0.7776270881570787	M1.2
GSM1199462	0.7626663244925063	M1.2
GSM1199463	0.6035632245075655	M1.2
GSM1199464	0.21843379166971044	M1.2
GSM1199465	0.7304999110728781	M1.2
GSM1199466	0.7307472456953822	M1.2
GSM1199467	0.6398537558000849	M1.2
GSM1199468	0.20835237512743995	M1.2
GSM1199469	0.22516674463902425	M1.2
GSM1199470	0.6912767469179647	M1.2
GSM1199471	0.6954454320265948	M1.2
GSM1199472	0.6483497425396899	M1.2
GSM1199473	0.23732896994269703	M1.2
GSM1199474	0.8020196322920898	M1.2
GSM1199475	0.846497418932214	M1.2
GSM1199476	0.6448497893988182	M1.2
GSM1199477	0.3248872643064	M1.2
GSM1199478	0.7468640413236367	M1.2
GSM1199479	0.6293705848757648	M1.2
GSM1199480	0.8851786658556222	M1.2
GSM1199481	0.7659814249673851	M1.2
GSM1199482	0.5431688209539971	M1.2
GSM1199483	0.827429322776248	M1.2
GSM1199484	0.5011192991706803	M1.2
GSM1199485	0.5750424334930402	M1.2
GSM1199486	0.6438960007296659	M1.2
GSM1199487	0.563579082723343	M1.2
GSM1199488	0.443345249525912	M1.2
GSM1199489	0.1999247364310827	M1.2
GSM1199490	0.1909518571464988	M1.2
GSM1199491	0.2426001487718284	M1.2
GSM1199492	0.21870110218180558	M1.2
GSM1199493	0.9111138684468093	M1.2
GSM1199494	0.5389217684592802	M1.2
GSM1199495	0.2183949087509783	M1.2
GSM1199496	0.6996961520024255	M1.2
GSM1199497	0.8749330795931142	M1.2
GSM1199498	0.659142786518585	M1.2
GSM1199499	0.6621146394703495	M1.2
GSM1199500	0.9028397763227283	M1.2
GSM1199501	0.6932198457754932	M1.2
GSM1199502	0.47911682731838906	M1.2
GSM1199503	0.7508318229029101	M1.2
GSM1199504	0.7433134842163821	M1.2
GSM1199505	0.6469800447090157	M1.2
GSM1199506	0.7475103176884142	M1.2
GSM1199507	0.6461353924407451	M1.2
GSM1199508	0.248009227770544	M1.2
GSM1199509	0.5972821122424197	M1.2
GSM1199510	0.5566473443439139	M1.2
GSM1199511	0.6064689496015975	M1.2
GSM1199512	0.45989971851695083	M1.2
GSM1199513	0.6825683543940007	M1.2
GSM1199514	0.7446545275467096	M1.2
GSM1199515	0.7142404896633348	M1.2
GSM1199516	0.5040966507813125	M1.2
GSM1199517	0.6636321135973886	M1.2
GSM1199518	0.1188428879229378	M1.2
GSM1199519	0.7298692233907336	M1.2
GSM1199520	0.6185991475282059	M1.2
