CD14_triad0058_1.CEL	CD14_triad0058_2.CEL	CD14_triad0058_3.CEL	CD14_triad0058_4.CEL	CD14_triad0058_5.CEL	CD14_triad0058_6.CEL	CD14_triad0058_7.CEL	CD14_triad0058_8.CEL	CD14_triad0062_10.CEL	CD14_triad0062_11.CEL	CD14_triad0062_9.CEL	CD14_triad0064_12.CEL	CD14_triad0064_13.CEL	CD14_triad0067_14.CEL	CD14_triad0067_15.CEL	CD14_triad0067_16.CEL	CD14_triad0067_17.CEL	CD14_triad0071_18.CEL	CD14_triad0071_19.CEL	CD16_triad0060_1.CEL	CD16_triad0060_10.CEL	CD16_triad0060_11.CEL	CD16_triad0060_12.CEL	CD16_triad0060_2.CEL	CD16_triad0060_3.CEL	CD16_triad0060_4.CEL	CD16_triad0060_5.CEL	CD16_triad0060_6.CEL	CD16_triad0060_7.CEL	CD16_triad0060_8.CEL	CD16_triad0060_9.CEL	CD4_triad0052_1.CEL	CD4_triad0052_2.CEL	CD4_triad0052_3.CEL	CD4_triad0052_4.CEL	CD4_triad0052_5.CEL	CD4_triad0070_10.CEL	CD4_triad0070_11.CEL	CD4_triad0070_6.CEL	CD4_triad0070_7.CEL	CD4_triad0070_8.CEL	CD4_triad0070_9.CEL	CD4_triad0071_12.CEL	CD4_triad0071_13.CEL	CD4_triad0072_14.CEL	CD4_triad0072_15.CEL	CD4_triad0072_16.CEL
17,SVM NK cells resting	-0.039975084412601	-0.0238734886963233	-0.0122071098396346	-0.0162964645397984	-0.020464383438078	-0.0324520203850179	-0.0190240721516289	0.00196077621468045	-0.0102575198063532	0.00869890253816649	-0.0174571033979821	-0.0307565793898743	0.0120641763797152	0.00350789740308991	0.00105527650783564	-0.0106391970319328	-0.0316233099795017	0.00661823276277891	0.0421729694213406	-0.0310843620811637	0.0230501220773897	-0.0314818589849541	0.0346203935017402	-0.052386035464569	-0.049790487584295	-0.0687516824481415	-0.0396550359068031	-0.042744173571844	-0.03947146043109	-0.0489436719948522	0.00512553239977845	-0.0217481120621838	0.0771586703096088	-0.0174241443886642	0.036214226161285	0.174186406041987	-0.0060524655555881	0.0791835523328924	0.0390753435381061	0.0270558671595516	0.0126747823377427	0.0849705782736009	0.009376256869911	0.0263572016648379	-0.0249233844317036	0.0274831969799894	0.00687284709855044
18,REACTOME_PHASE1_FUNCTIONALIZATION_OF_COMPOUNDS	0.0166962351298458	-0.0165647943059494	-0.00123834592259395	-0.0298911547357097	0.00552108443076856	-0.020457284093483	-0.00586120739922128	-0.0282360834885777	-0.0136959507659538	-0.0175792616559702	0.0182426013282162	0.0272807825933082	-0.00104260553603392	0.00352519663996709	0.00902992692502102	0.0116434259056517	0.00952301514504103	0.037971521131612	0.0320094935908491	-0.00886857854791243	0.00148194635747993	0.00760544949356687	0.00349530212143607	-0.0470857652460552	-0.0606899928794748	-0.0339432208080493	-0.0275307916231347	-0.0335873761478848	-0.0210401649092679	-0.0261100945214308	0.00862914925721118	0.00361319042099029	0.00628316318804179	0.00851225372529499	-0.00439910715037617	-0.0449608171894034	0.0106034466487357	0.0368706629268037	0.0433139417370156	0.00466717973983049	0.0471151022369723	0.00674139322118212	0.00477799698430872	0.03303397564279	-0.00968880733984301	0.0183224612102491	0.0359615065341358
LV 19	5.280087546257e-05	-0.00556557570500602	-0.0128392149652705	-0.0188803146366381	-0.0185744543419028	-0.00881133813493003	-0.0371744169015762	-0.00199331195330469	-0.0622312006999754	-0.0322328948480294	-0.0177194963137137	-0.0492144983817045	-0.0322936718258565	-0.0209233019900575	-0.0263817713134434	-0.0127098077772125	-0.032063862660667	0.010431745215954	0.00201787628821301	0.0866216012922885	-0.0250192844342896	0.0130162085302154	0.0423396003005325	0.0568294081407971	0.0444797467632767	0.0712927751008552	0.0181258120723791	0.00718136365138504	0.00553005629567847	0.0301178442637527	0.0110614791750568	-0.000569505019735077	-0.0531266203592054	-0.0246444036762571	-0.051565061548057	-0.0345671559199166	-0.00861889542346263	0.0287590373582986	0.0279939338195612	0.0229482423530652	0.00641357898393823	0.00544399602657244	0.0513348797545304	0.0357850029995068	0.0191552463712394	0.00443726758273652	-0.0136494443850846
20,KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	0.0292691837071137	0.0148603291001921	0.0261190121758133	-0.0215937036354638	0.0317282120897976	-0.0143194735268069	-0.0255478512449809	-0.00552879998657751	0.00182503718585134	-0.0563803389887942	-0.00688973003628725	-0.0311625680772508	-0.0321121903189096	0.0475469304855129	0.0230633058888725	0.0106166400732553	0.0225413531618996	0.0373762311467315	-0.00156555740953988	0.0272242415746938	0.063023258481054	0.0547546734801982	0.0243777419561539	0.0583687880256964	0.0431521172457886	0.0386838011143202	0.0259330904192786	0.0285202227266534	0.0134042463368767	0.0228587670401487	0.0295768813970942	-0.0225375175418655	-0.0252218963894591	-0.0433185462381319	-0.0735620930731728	-0.0285683815672157	-0.0202431844492493	-0.00988650579995347	-0.020630217866837	-0.0268900716996848	-0.0264503385620066	0.0090003409277836	-0.0147039917887064	-0.0547198465917821	-0.0491833887214711	-0.016453956492461	-0.0563542557341732
LV 21	0.028100940425329	0.0493698283645342	0.0607386714125477	0.0433343832378069	0.0384960226779053	0.0337762243365859	0.0665141280982435	0.0693095422955361	0.0568552342212543	0.0557920506173287	0.0769808228696205	0.0443854678011894	0.0326210862598243	0.0850507241298581	0.0802909313716872	0.0217516678107876	0.0750969355456397	0.093141067856095	0.0650341067609712	-0.0334161379046655	-0.0285764431390186	-0.0466127919733253	-0.0364536441815192	-0.0412104449929382	-0.0499664845450567	-0.0701783064361856	-0.0448042921998967	-0.042090045121043	-0.0495623848058136	-0.0270023569539771	-0.0406633870932704	-0.0235510508415469	-0.0332234039538537	-0.0515578373707749	-0.0414693052128658	-0.0315553708021817	-0.00533117895004137	-0.0539498763096643	-0.0575390938133218	-0.0626599445545825	-0.0260730339879797	0.038130874754423	-0.0508381175782124	-0.0472278744110251	-0.0421513804819864	-0.0565150316289987	-0.0205914916034218
22,KEGG_PPAR_SIGNALING_PATHWAY	-0.0126330639515826	-0.0309535779510199	-0.0181104066918537	-0.0348600615387164	0.0133103005080048	-0.0409284472526328	-0.0255097626980262	-0.0152461410974628	0.0163341872057683	-0.0242291656027581	0.0364068731468421	0.0016491643118958	-0.00310776998297757	0.0449657862402612	0.03430868993747	0.0230494609651888	0.0301088303076685	0.023915381160306	0.0204374024000706	0.00723029883173443	-0.00551810978711728	-0.00480197350722937	-0.0255886578128096	0.0395967017347533	-0.0186579089930865	0.0294142968944978	-0.0309518637510555	0.00660105170869413	0.00298535252514966	0.0552073292615018	-0.00832880500237169	-0.00678221352523131	-0.0606136836469499	-0.0272550024341812	-0.0402589822823346	-0.0406030844309403	0.0523240060194654	0.00637772459387669	0.0444702700651714	-0.00157809976118401	0.0107162989905965	0.0383695328923043	-0.00643659678084967	-0.0183952023332684	-0.000829118450352885	-0.0352687412536792	-0.000332499181549976
LV 23	-0.020928884582126	-0.0141061237479062	-0.0111201071045694	-0.0608460645413861	0.00499326471060667	-0.0426074861028444	-0.0154807838440698	-0.0281492657925263	-0.0311553733818678	-0.0262323103072511	-0.0185554407523863	0.00657132040103123	-0.0457464148795215	-0.023637697953604	-0.0199431881407927	-0.0467167941849641	-0.0329138240260133	-0.0368325936673248	-0.00591179397083331	0.0775950298203608	0.035944516549313	0.0569786444270126	0.0848304213798263	0.0635783430682819	0.0666490448845196	0.0892354354857249	0.0785915393445661	0.0836116228029985	0.0703173821809477	0.0849887195438784	0.0446703664101767	-0.00417222002498281	-0.0450182740020958	-0.0524546235281833	-0.0598504349586698	-0.0240995538870654	-0.0190343466370062	0.00781613666933428	-0.0202143387798978	-0.033435989677483	-0.0355591742072989	0.00331683456108092	0.0165678624752102	-0.0129915182611513	-0.00956553121732967	-0.0236168609656307	-0.0553594715880881
24,PID_DELTANP63PATHWAY	-0.016456889612266	-0.0231089692517809	-0.00256487536055126	-0.0049630110262381	0.038221368811043	-0.0219186554956132	-0.0167207398811807	-0.0174196401325951	-0.0386868025576553	-0.00579998783000166	-0.0163600837875091	-0.00168974599129772	0.0027720194419003	0.0178790076755284	-0.000888955780033697	-0.0093860132286617	0.0156578547495912	0.0334841327044593	0.0558429388589867	0.0285283684974402	-0.010865352368791	0.00337623134140351	-0.000801992734185348	0.010921455123956	-0.0719245285779106	-0.00608630590735033	-0.0090128193155983	-0.0230773192066031	0.00602283764133207	-0.0560472431069624	-0.00151134678605821	0.0236195762294795	-0.0122142009070389	0.020130947926758	-0.0491497126771999	-0.0185177535875726	0.0133707229698265	0.0198884825744911	0.0187948157436502	0.0187499452745445	0.0522654315600611	-0.0363180266524452	0.029006760241831	0.051670674714766	-0.0145878468541666	0.0166772056801368	0.00919804085608117
25,SVM Macrophages M1	0.0793518534710187	0.0659034676780557	0.324964186468844	0.0958188674028186	0.0503726055295877	0.0756688032431281	0.0529829962767488	0.0988265416852438	0.027867098283355	0.0161032956915767	0.0137276749474389	0.0414759020913407	0.000830928030093101	-0.0255865318113913	-0.0369817534318952	0.0162223489403274	0.034402573504316	0.135886794428373	0.0532144661474062	-0.104756390778621	-0.116208984505101	-0.0874166496151156	-0.0604928189745322	-0.0787113856533134	-0.060992261211064	-0.0719332550657116	-0.101650023702455	-0.0992859713534033	-0.042457295761168	-0.124056779762599	-0.0946586259638886	-0.00899798592979385	-0.0123829633254891	-0.022456410064377	0.00335025970284948	0.00396385656156793	0.0104917107179399	0.0127169039505669	0.0203572056306549	-0.0199968323786802	-0.0194866698018899	0.00786564203768062	0.00837413869121059	-0.0173827915621092	-0.012566511872777	-0.0245969157321185	-0.00768431285464824
26,SVM Macrophages M2	0.0429299117733195	0.0082193305631368	0.051693862467377	0.0281838717114832	0.0312678970261968	0.0218709687155478	0.0548755450415356	0.0171680539685117	0.0498743685152629	0.0150661683987316	0.0134544396376427	0.0186457414266428	0.0501709839859133	-0.00292609612514491	0.00531208617428835	0.0279073937306417	0.00775842034468172	0.0499410830362333	0.0442881127422821	-0.0101066575503658	0.00963328773403957	0.00426595905473619	-0.0172083869168746	-0.00924833803002326	-0.0574833196196625	-0.0165396965336171	-0.044436719034969	-0.0102598401606306	-0.0293306478669978	-0.0461435869497142	-0.00448628385751379	-0.0535834182320501	-0.0197675122692297	-0.0566219762034477	-0.0172040793987486	-0.0478945150355793	-0.00981431819961195	0.0176382820488809	-0.0193623244854191	-0.0488217160389424	-0.016137103825685	0.00290016062032462	-0.0306203291531744	-0.035502944347018	-0.010383479135583	0.0344134837736705	0.00640387647892194
27,REACTOME_CELL_JUNCTION_ORGANIZATION	0.00985330977062947	-0.0267527747657094	0.03091695804382	0.00214740129420449	-0.00825724130698391	-0.0293070449755596	-0.0189759115255056	0.0143975889506671	-0.0122618063594633	-0.011068420008185	0.0217606583963789	-0.016076347112368	0.00643109621102548	-0.0146485110269381	-0.000640511478855678	-0.0090139685130874	0.0372815590636596	-0.0115664544343759	0.0265390151157952	0.00615201829390099	-0.0254490062585477	-0.0266581861637393	-0.0364950337396174	0.0179894653821058	-0.0164450386334444	0.0182317016726701	-0.0349302579072994	-0.025450914382325	-0.000747332226642293	0.0154356338058458	-0.0319605729403963	-0.0253740611457646	-0.0314292707593953	-0.000323640130288086	-0.0162163127572226	0.0370350489984125	0.00841028811103414	0.0722624458583916	0.028032090583782	6.38037153153732e-05	0.00414392183605992	0.0318486915796053	0.0296760984521046	0.0311556308119877	-0.0260577630107117	0.00582299088889039	0.000518964726139711
