CD14_triad0058_1.CEL	CD14_triad0058_2.CEL	CD14_triad0058_3.CEL	CD14_triad0058_4.CEL	CD14_triad0058_5.CEL	CD14_triad0058_6.CEL	CD14_triad0058_7.CEL	CD14_triad0058_8.CEL	CD14_triad0062_10.CEL	CD14_triad0062_11.CEL	CD14_triad0062_9.CEL	CD14_triad0064_12.CEL	CD14_triad0064_13.CEL	CD14_triad0067_14.CEL	CD14_triad0067_15.CEL	CD14_triad0067_16.CEL	CD14_triad0067_17.CEL	CD14_triad0071_18.CEL	CD14_triad0071_19.CEL	CD16_triad0060_1.CEL	CD16_triad0060_10.CEL	CD16_triad0060_11.CEL	CD16_triad0060_12.CEL	CD16_triad0060_2.CEL	CD16_triad0060_3.CEL	CD16_triad0060_4.CEL	CD16_triad0060_5.CEL	CD16_triad0060_6.CEL	CD16_triad0060_7.CEL	CD16_triad0060_8.CEL	CD16_triad0060_9.CEL	CD4_triad0052_1.CEL	CD4_triad0052_2.CEL	CD4_triad0052_3.CEL	CD4_triad0052_4.CEL	CD4_triad0052_5.CEL	CD4_triad0070_10.CEL	CD4_triad0070_11.CEL	CD4_triad0070_6.CEL	CD4_triad0070_7.CEL	CD4_triad0070_8.CEL	CD4_triad0070_9.CEL	CD4_triad0071_12.CEL	CD4_triad0071_13.CEL	CD4_triad0072_14.CEL	CD4_triad0072_15.CEL	CD4_triad0072_16.CEL
LV 198	0.0170528611094654	0.0212242853116769	-0.000952475664630947	-0.000307737879598145	0.0334996330414043	0.00703483398071925	0.0173254267484497	0.0128894552209853	0.0201659693038519	0.00762074308531971	0.0357749017685531	0.0330665082652463	0.0280006372616412	0.0415738852304626	0.0292103516753178	0.0269458400891427	0.0139127374672936	0.0237130338479544	0.0221551407100441	-0.0663178490603505	-0.0312302443824851	-0.0524026501285328	-0.034735794173465	-0.0668258718350905	-0.0443985476959641	-0.0448621778847251	-0.0416575513172141	-0.0399081201162773	-0.0558123586030639	-0.0291087805586688	-0.0289488873719111	0.0205038830698879	0.0253433523585666	0.0190590013222279	0.00232257922867273	0.0110624822062911	0.00391655050686567	0.00810968441286637	0.00878791089716075	-0.000939737239620296	0.00998201970706067	0.00331490527389187	0.0104009289244036	-0.000705261719028261	0.0136400303235122	0.0194109773870579	-0.00790650410536763
LV 199	0.0258032207035159	0.0134378819806104	0.0356425267680639	0.0177027136746905	0.0388908102655494	-0.00319046981736161	0.0243289924353582	0.0129485970007956	0.034366287647725	0.0454957624906418	0.0410107638325551	0.0455371032622074	0.01204421345479	0.00903564191993418	0.0273754236355037	0.00889772792032095	-0.00387648618605466	0.00414883738541585	0.0253666980062466	0.0457597632799673	-0.00314320150057237	0.0111257315598495	0.0142837136411021	0.00258783110470442	0.0157256873167466	0.034732974848851	0.024142825173569	0.0164650229054475	0.00521638564842154	0.0081900576355932	-0.00631071406215516	-0.0588498754014272	-0.0270816199137653	-0.042958776312938	-0.0322093118397235	-0.034459717279614	-0.01541116039058	-0.0334769663990176	0.000146644541808732	-0.0518796681490183	-0.0640360979440154	-0.00474731690850392	-0.0783510566938123	-0.043499216407228	-0.0312120560675961	-0.0484616725356212	-0.0172544562309819
LV 200	0.0382904608774835	0.0212043641241424	0.0203697827956585	0.024047918496806	0.0292344259548689	0.0149884748567367	0.00582198215661818	0.0118288307863422	0.0236665867480642	0.0216491106723989	0.0421277224249237	0.041119486561439	0.0110245479253083	0.051403777587021	0.0350978545121875	0.0496633143691929	0.033672896617856	0.0198483984347944	0.00751531050536458	-0.0286734516383162	-0.0346353193076678	-0.0326604244766616	-0.0373674759114522	0.00161848612490909	-0.0374810011522795	-0.00010882205208608	-0.0318277923241547	-0.0179795492384348	-0.0326138333613735	-0.0259413860901199	-0.0309227644760806	-0.00610901866951612	-0.0028119396091291	-0.0186914556084688	-0.00684779428423954	-0.014573371192549	-0.0369857236860632	-0.0589454684946831	0.00448108562472152	-0.00919515162716728	-0.0407805569620808	-0.00614854748275658	0.00300568661992612	-0.0153294672058566	0.0103814932553218	-0.0163637356784286	0.0209320524974805
201,MIPS_MEDIATOR_COMPLEX	0.000167772367490416	-0.0297283811474168	0.000936633964142464	-0.0222058911151202	0.00978085199353663	0.00244315682001238	-0.0560749277853997	0.000281788742516376	-0.0235951066573407	-0.0115609455161756	0.0180713307697588	-0.0251756968633394	-0.0422993127011695	0.00353053027511048	0.0261639699726822	-0.0171295898033127	0.00243695580332776	-0.000115276664109337	-0.0415728947925371	0.111781220223614	0.0347895503665282	0.0817642010844142	0.0637227424462374	0.0158384577384894	0.0866108422656258	0.121133850603861	0.124454187151343	0.0935262018902712	0.0853426503802657	0.00499020372040683	0.0882913998886324	-0.0255472033495461	-0.0482958378836388	-0.0516284444731656	-0.0822379487998548	-0.0532858022725209	-0.0506579340589801	-0.0971036221846086	-0.0681733161751035	-0.0282318933743315	-0.0752881098730615	-0.0407901655025712	0.0263101349656919	-0.0254471077152969	-0.0143747174244216	-0.0270148630263815	-0.0448336442745549
LV 202	0.00353271176349384	-0.00558827453031542	0.016152207607176	0.0156631666431662	0.00211879317460301	0.00402791720836891	0.000156180975980621	-0.00271246421566956	0.0129923573016234	0.0104065243979151	0.0257685164208444	0.0293696785964209	0.00266253620213205	0.0430329558784602	0.0449995829301568	0.0243153183132896	0.0314069349428814	0.0070024450185648	2.57567666329377e-05	0.0202263223063162	-0.00989569316023149	0.00707847431435105	0.00764827255449683	-0.0101549077719061	-0.000816733854022126	0.00784993773755567	0.00414941460925316	0.00434295957400591	0.00466768069995696	-0.00651893117336075	0.0130650180807556	-0.0359214897076362	-0.0093616189272794	-0.0110222664700454	-0.0148306882995104	-0.0253628590366309	-0.0198452314366656	-0.0172281469009399	-0.0147717480716914	-0.0350407631035511	-0.0110147368008125	-0.00860798832257506	-0.0208031928878204	-0.0494577998849076	-0.0152712181521198	-0.0119958846519292	-0.00643902665878104
LV 203	0.0629654746457087	0.0500689511585338	-0.00221557904949025	0.0458876148784513	0.0346950864688924	0.0528966272197137	0.0192450077251982	0.0302348950666156	0.0266730820996272	0.0144142242310963	0.0191148038872124	0.0192779119248623	-0.00647449002480552	-0.0172789114479584	-0.0269644719024159	0.00475724337452383	0.00356414744921493	0.01588629615547	0.011873531534131	-0.00330672381411082	-0.0162355235921525	-0.0512469854151315	0.000686823331657135	-0.024047503217132	-0.0137672303466933	-0.0350767696578101	0.0170140300919667	-0.0234582332637003	-0.0414302544434367	-0.0260273455105414	-0.00025119523023278	-0.00233851568013482	-0.0173822628991476	-0.0163098628356565	0.00643882196366285	-0.0150587807096222	-0.0133893200612093	0.00885078766552999	0.00209319275954764	0.00363475307833855	-0.0422199053608958	-0.00891628359394175	-0.00859748933491252	0.00601751593008815	-0.0166562052264494	-0.00526400402442642	-0.0223769759980344
LV 204	-0.0285045209191515	-0.0132352373989914	-0.0153962919946462	-0.019564853753855	-0.0157947218829079	-0.0348960092090482	-0.0373470453701418	-0.0372940965190717	-0.0427405017661198	-0.0200960034056226	-0.0266236511335867	-0.0238124451793901	-0.0172046110955439	-0.0437798639082893	-0.0238244504355913	-0.0254775372713821	-0.0146856764806219	-0.0239022702039972	-0.0274670839072548	0.022050589815946	0.0245836521760179	0.0753215850798529	0.00416038706789087	0.0613979899801041	0.0420042018089751	0.00438330781641364	0.0325365515008476	0.0489291897389328	0.0379065955877054	0.0007459443607698	0.0368183287069545	0.0212398482410136	-0.00268729395810616	-0.00616301037624472	-0.0185696011281312	0.016542111178181	0.0133970347783142	0.0529549523570554	0.0077050486505874	0.00709676928787087	0.00614002627976168	0.0537608668243402	-0.0228069515402135	-0.0213897904705197	-0.00643017587232456	0.0079231780107109	-0.00790446406749286
LV 205	-0.00306019056729859	-0.0131515362988031	-0.00812583359032535	0.00193397302167085	0.0034656787381984	-0.0162115200499717	0.00838354730091061	-0.00057700130412504	-0.0134873305504132	-0.021482407570969	-0.0243378371900647	-0.0178764964885813	-0.00663015669540071	-0.00693596038817036	-0.0081519858188433	-0.00189779968326573	-0.0226597989898702	-0.0212325530617879	0.0215434134350841	-0.0218036383816165	0.00842473436089997	-0.0131126572746913	-0.0211859338878573	-0.0103219947543601	-0.0141652303026786	-0.0260508547599155	-0.030331940146822	-0.018948454550932	-0.0393762823611079	0.0229857505717873	-0.0199500880220041	0.00598660608254054	-0.0226898139516531	0.00487120107293601	-0.0172682585185359	0.0120762324161249	0.0498074637804835	0.0300962289296649	0.0289629081397655	0.0539707901673696	0.0751602945753169	0.0279348993271093	0.0246445760574152	0.015323907133437	0.0249384585880241	0.0231501771230714	-0.00263728566174553
LV 206	0.0159851863558995	0.00247943049312946	0.0430499910657288	0.00971440883032896	0.0167881966558866	0.0337178503795334	0.00135663785440764	0.0571475356293258	-0.0070958865997439	0.00341430297984223	-0.00522077705441239	-0.0156981422930397	-0.0142029606502472	-0.0174978076957958	0.0215640269643592	-0.00727603806020331	0.0088209438456493	0.0243916424578816	0.00257763434134593	-0.0340871442075687	-0.0654355186761949	-0.0505951599552375	-0.0133171768418791	-0.0228878924130038	-0.0555472792930373	-0.0486183342896503	-0.0442613975858404	-0.0239880044827845	-0.0324622999915801	-0.062124478674027	-0.0559646667148761	0.0207069811255041	0.0112451862560441	0.0107099214291144	0.0169306775352851	0.0217684731202242	-0.000190445025164882	0.000641183000826975	0.0379274744496349	0.0327101777176932	0.0459732945266997	0.0452080438959656	0.00964294063393761	0.0343704423811451	0.0308530221432399	0.00133003788643075	0.0154457665492232
LV 207	-0.0422267016680923	-0.0209427001906468	-0.0302060158114914	-0.0307880813216158	-0.0331263466708673	-0.0443292829407019	-0.018346696346073	-0.0488724054247628	-0.0491634040396195	-0.0319949645363079	-0.00193946707486631	-0.0359368174977084	-0.0372093741476922	0.00406243262763846	-0.0518527008064169	-0.00603099698327303	-0.0580619193922422	0.00529353979396707	0.0129731290307066	0.0732791615933451	0.0478923645169963	0.023103869814511	0.0626514732881268	0.0672381750607985	0.0586992993800728	0.105513702911453	0.0711922562272799	0.0472115934146437	0.0547987748221086	0.0869714579567576	0.0413566691597559	0.00979562173639428	-0.0260272361304185	-0.0498364957171489	-0.0564346553511943	-0.0109662860106752	0.00391619415143147	0.0161943262875474	-0.0155566495187584	0.0211407093521357	-0.00771899308421913	-0.0253455752891464	-0.0115820350161993	0.013747655686375	-0.0282959635315542	-0.025438480873488	-0.0288021614368659
LV 208	0.0308141789859898	0.00822595465847712	0.0207746365680127	0.0411464102866308	0.0295895840547383	0.0220690338699439	0.00961554760368032	0.0338843969184613	0.0139704041762992	0.0568168602134045	0.0466420606548404	0.0228383018572193	0.00360485517054687	0.0386794823190099	0.0398462011681656	0.024494303723281	0.0601233360585081	0.0356073313310947	0.0239191497639574	-0.0635897478412995	-0.0793186216363853	-0.0566388719879114	-0.0629530053287183	-0.0699202241233581	-0.0445487626786293	-0.0463144598273028	-0.0463848053267521	-0.041173918893392	-0.0622331983655787	-0.0737666128040102	-0.0477597115520611	0.0191978788000936	0.00330198724692745	-0.00234260201251075	-0.00250987277744805	0.0273285994957665	-0.00158522562964459	-0.0219538917639091	0.00381058795368376	0.0101117398206113	-0.0160669987968857	-0.00153262189632203	0.0368658913742959	0.0224881854243458	0.0216769014688791	0.022934986554418	0.0102143657208366
LV 209	0.0438851097302607	0.0342647589276934	0.041331630764068	0.0264396440671786	0.0520359525295718	0.0368722681917929	0.047366489566704	0.0381923328239416	0.0244914382398522	0.0242856429756547	0.0312016343328633	0.0247383830051977	0.0180184877534085	0.0300641700451097	0.0406391409965927	0.0228611382479295	0.040273173958997	0.0281696285094753	0.0243797203737786	0.0155617646155974	-0.0081925656205679	0.012242115505459	0.0191679135527738	0.0314005720144055	0.0379435801935307	0.0409159649208358	0.020503761204984	0.0246388702448566	0.0360538330178288	0.0339504249392936	0.0142184373412618	-0.0452696843964105	-0.0652446654520311	-0.0659148816567003	-0.0647986615206896	-0.0566276951994666	-0.0643238100706937	-0.0733411123341123	-0.0577460862074972	-0.0556902811178191	-0.0774772402647759	-0.0390536681793622	-0.046104907559547	-0.0470459119921945	-0.0496877211341864	-0.0488549266275574	-0.050734163257285
LV 210	0.00430858682013477	-0.00388933449842909	-0.00328614088179344	-0.00273632022293416	-0.00287934713775893	-0.00858455517365713	-0.0162260021877094	0.01196705513084	0.0156906279347643	0.0136149502996694	0.0065219918093444	-0.0016435672940028	-0.0262292172499154	0.00921580762055395	0.0211796807675359	0.0125938563239276	0.0229434512765317	0.0150271967094074	-0.00356458222195588	-0.0261493874896927	-0.0428439910506237	-0.0285064525445395	-0.0473410686276963	-0.0139670893013797	-0.0144572062019623	-0.0326270574728796	-0.0301562411971158	-0.0140273944019385	-0.0161484764626624	-0.0195104603645516	-0.0250459197674973	0.0214954192433136	0.0109147966505366	0.0159930177180431	0.0116844087015946	0.0219647437762132	0.0250067313749849	-0.00794078934613046	0.0163723861443805	0.0394487895690609	-0.0160038531913835	0.0233274648468905	0.0216845517757307	0.0111314911085295	0.0257028329424579	0.00126211488565772	0.024712500858107
LV 211	0.0131869097384819	0.0129512348858637	0.0252099678455074	0.00102594166281471	0.014084547169787	-0.000988274798838967	-0.00132546457278582	0.0454424681702127	0.0153727840471331	0.0365354355512165	0.037988832737007	0.0184673836365362	-0.00688035717826152	0.00718999091370137	0.0122001411578581	0.0307310252007071	0.00859717472601234	0.044677023450851	-0.00137945406918982	-0.0698400885828779	-0.0517773977672243	-0.0625382718692971	-0.0147648493828268	-0.062945907692423	-0.0539338988170414	-0.0361391436936613	-0.0436435541696698	-0.0494202157786075	-0.0584198820647392	-0.0510899107484136	-0.0491791953162396	0.0211461250544751	0.0258270926903015	-0.00729096624729584	0.0037508606438028	0.0164717066290234	0.0112642713945712	0.0166497352756696	0.0210610730175385	0.0160524335024181	-0.00820917954990464	-0.00326338918080599	0.0445157962088782	0.0731178275337012	0.0523165728275925	0.0233099524725868	-0.0161149066641445
LV 212	0.0080713424520784	0.0103963176456235	-0.000651837893712141	0.0155080494086953	0.0147366179333654	0.0126680018000034	0.00177901686588089	0.0112169980683157	0.00508460226741611	0.0022599840921506	0.0124068205206117	0.0207767906477753	0.0091781429822922	0.0140143109617664	0.0092613567695679	0.0222989035513166	0.0221128410121927	0.0030503736754518	-0.00472521116723554	-0.0077635855779653	-0.0150883970858611	-0.0236009397042265	-0.0213935091562509	0.0153190664248952	0.00566207764191346	-0.0124177926362794	-0.00471345879053836	-0.0110386553277532	0.0050238257072716	0.0134835069648497	-0.0193542341418438	0.010914340964253	-0.00254759206043065	0.00380225444119821	-0.00119051319907927	0.0112448687544039	-0.0130672188098075	-0.0232469297459815	-0.0124243934161589	-0.0136195686798733	-0.0234401632182032	-0.0103284556161346	-0.0166008809142663	-0.034573876392813	0.0123189610984056	-0.0088553203679061	0.00805316125062493
LV 213	-0.00358316779707219	-0.0501754635885714	-0.0221914382443941	-0.029125629022483	-0.00034047693388679	-0.0393668425756779	-0.0141276775281111	0.0323502857055436	-0.0133935144601666	0.0116684460450118	-0.00815084343448781	-0.00192782443071189	0.00237245833227908	0.0246665280467701	0.0242356770199887	-0.0104496738867444	-0.00143268591546454	0.0189613445399315	0.0220972473781977	-0.0159000158839776	-0.0537756949465063	-0.00990198073848905	-0.0282047992941147	-0.0476897097011894	-0.0122881068296016	0.00071543664298574	0.035085166816998	-0.0218053573123943	-0.021689202181937	-0.0279737771983609	-0.019627784792035	-0.0279371577178334	0.0102405439913326	0.0121867103680242	-0.0172166645764256	0.077855149581889	-0.0170768337743399	-0.0094449760793476	0.00961023481526535	0.0361768047797448	0.0172707717877547	0.0372737654809458	0.0178224033553008	-0.00356346693702899	0.0434280582435318	0.0472077286481522	0.0471360042017057
LV 214	0.0378950480030695	0.0164740824664586	0.0192873981832299	0.0500396053760477	0.0478065964001069	0.0369463674692386	0.0040108740419361	0.0133784052519091	0.031267852157546	0.0657805732018356	0.0457830957197801	0.0463920821915414	0.0126692788901901	0.0616400598802363	0.0253104427271162	0.0304516349956788	0.0359931188284056	0.0226075275769917	-0.0399826703888537	-0.0298469748306464	-0.00714759062410763	-0.00107295741495829	-0.0451114334065758	0.00542111422775362	-0.00239010592205663	0.0166437215084751	0.00254205242644501	0.028218499081317	0.0201516572537429	0.000186841533190172	-0.0246078520868381	-0.0105520877681956	-0.0270209147348561	-0.029144600029464	-0.0142889481331937	-0.0196668761150825	-0.0299981397141912	-0.0649636277276362	-0.0629823771917709	-0.0661958785849364	-0.0767596863970555	-0.0175133939582064	-0.0132374045520225	-0.0116675943169296	-0.0273954705077654	-0.0410595380707912	-0.0142918069161085
LV 215	0.0383082628039383	0.0537928637464668	0.0583152268377873	0.0423524039670528	0.0494195258617021	0.0247339028369299	0.033116806087135	0.0524537540777087	0.0214498688300251	0.0634764515166274	0.050125743885115	0.0360182530862207	0.0336952320589088	0.0449091830529318	0.037421046632983	0.0572334552845476	0.0200151165764336	0.0401852472069079	0.0350736484997266	-0.0205378523760269	-0.0573128768876195	-0.0344407908666474	-0.0130504624594162	-0.0301777703571564	-0.0318040007973939	0.00676457849768838	-0.012953652987223	-0.0197710100671299	-0.0214286739568373	0.00126404558777425	-0.0613104820986454	-0.0305464124157373	-0.0351447219180193	-0.0309013166045561	-0.0611525697433005	-0.0158056075427191	-0.0446433937297956	-0.0214921152678873	-0.0503852526252199	-0.0510280641974289	-0.0440464325513353	-0.0194425293319129	-0.0184077687642368	-0.000570825639121134	-0.0270077255353985	-0.0118925067760322	-0.0348698014378138
LV 216	0.00289631592908388	-0.0294890559364098	0.01519858931634	-0.00611085124615823	0.00602435306943673	0.0119150855971368	0.00679461292362027	0.0158072791823869	-0.028441263699825	-0.00449351018865027	-0.0196826462059233	0.00776670821027851	-0.0043028724624898	-0.00499028749593483	0.000114485174334116	-0.00921373775378327	0.00463138859973231	0.0188018360650457	0.0283224674055445	-0.0183907343610698	-0.0472501143342592	-0.0323251506357	-0.0419999548356651	-0.0205925989146816	-0.0109092423665739	-0.0099781536849037	-0.0181346227242851	-0.0302941948244002	-0.0374429312241498	-0.0193471630493268	-0.0358221482265111	0.0121413685612803	0.00500585412910996	-0.00569514379527372	-0.00376694684380377	0.00965321948663542	0.0422464059236553	0.0052871128064814	0.0211340622253715	0.0381981084871312	0.00657081688902013	0.033630501632603	0.0364209616333563	0.0408674740525609	0.0348232058087194	0.00695523050778165	0.0274658811931327
LV 217	0.0392003535193555	0.0333440117097975	0.0600295495499785	0.0307839061294901	0.0205500063490707	0.0274002935602624	0.0314240292961959	0.0358511527906846	0.0337772249840797	0.0548095144728306	0.0412274824241123	0.0273057927113036	0.0343737546354882	0.0511951997024523	0.0323188282572441	0.0441374425976395	0.0373920064811967	0.0351408672289101	0.037378744009952	-0.0233863935136376	-0.0227675284453362	-0.0307844591438357	-0.0295625409600889	-0.0398227442154203	-0.0224632692531193	-0.0315721890295563	-0.0354570124285269	-0.0522283699818951	-0.0347708379110433	-0.0220888140108515	-0.0494125464391548	-0.0465294958961161	-0.0437481860699534	-0.0285235508405533	-0.0360759369009203	-0.0337490274614401	0.00599539510970257	0.00145686291901658	-0.0242453333204547	-0.0290509765345755	-0.000455037881922273	-0.00629152663246786	-0.00148139288514133	-0.0222935181709193	-0.0244019113243944	-0.00707575409701414	-0.0168540650904247
LV 218	0.0185548838717955	-0.00611940116141237	-0.00838114532925818	0.0198767823943739	0.0171058615504683	0.0209983239921488	0.00323397021165394	0.0362096763073691	0.0140373652356564	0.00582230898547382	0.0165847769791298	0.0264099926627287	0.0107221863860785	0.0438918680557339	0.0655127702362754	0.0272099725377562	0.0174156521621679	0.00324439842198172	-0.00172913247606184	-0.0389267799526775	-0.022335291955365	-0.0254634753190236	-0.0144393030377945	-0.0101738973641766	0.000808647190696512	0.0280111291638497	-0.0197335399024786	0.0182362496468508	0.00241533535767893	0.0309968872482234	-0.0269038111212833	-0.00303727918667985	-0.014630272845072	-0.00810950230530634	-0.0205253147136201	-0.0190015142127076	-0.0216203504812302	-0.0384175348464253	-0.0214600604460851	-0.0180864709745046	-0.0266128845406484	-0.0133027241917886	-0.00218891384566315	-0.0153820663574272	-0.00663898217471675	-0.00614739805060584	-0.0179319918060789
LV 219	0.0176760424577431	0.0183888261366734	0.00247983859277895	0.0120362102094846	0.0124163077886227	0.0108493804961242	-0.00427394358649778	0.0156211630862324	0.0280104359405761	0.0303625856706412	0.0139686746383231	0.0123036565016829	0.0132349932186684	0.0194099167716408	0.024152209716833	0.0123684401778231	0.0252203974540753	0.0186666046909672	0.00364907172947339	-0.0610281106410456	-0.0529140982472973	-0.055660969770284	-0.0630123503052087	-0.0602699606398769	-0.0559108451741399	-0.038048287852836	-0.0386232165435261	-0.0297505251702848	-0.0495509034008074	-0.0374832533759634	-0.0558104925966937	0.0216148018336918	0.0243822071649478	0.0256812184166529	0.0276858336891188	0.0231786259793195	0.00852366788918671	-0.00653156329004944	0.00980175913270629	0.0208347760070084	-0.00944077275220307	-0.00152064660302793	0.0347294743236549	0.0365597560635075	0.0329413879546104	0.0321935494013498	0.0308881268156234
LV 220	0.0080333418548891	0.00183325008107495	-0.00924011664075312	-0.00703704781480639	0.0218722178353217	-0.00684239720453429	0.0128607482595052	0.00955944860556507	0.0292551967550841	-0.0291574119311093	-0.0290216379029393	-0.0145972217987227	-0.0131910562585992	0.0125228467382704	0.00357494520122389	-0.0143809554538691	0.0371033645415363	0.0250759786312839	0.00662880813237377	0.0132843225305969	0.00218926913651365	0.0475946755611908	0.00186467632909698	0.0197746316044986	0.0136898752147752	0.0168643728080779	0.00799905679329138	0.013576208246272	-0.000415410486600655	0.0256590675727353	0.034577244906681	-0.0187824602701022	-0.0334774221268258	-0.0376177186095283	-0.0217926777130293	-0.0287198754615077	-0.0299122789495955	-0.0146894451287162	-0.0372081487311534	0.01833566833233	-0.0407045072862065	-0.0102475934442425	0.0119699866636173	-0.00229656046497452	0.0142757787270563	-0.0136345243559815	0.00299148697093598
LV 221	-0.0217607961811724	-0.0300804054960098	-0.0293681309892106	-0.032935247290401	-0.0463282630525363	-0.0306347016609139	-0.00189050103598548	-0.00492733485584927	-0.032104541786542	-0.0251950090481401	-0.0262002194679303	-0.0186727437622685	-0.0172205549497597	0.00845010517797483	0.00699246689928141	-0.00443456465524624	-0.014807583632093	2.12220550838528e-06	-0.0151072517833898	-0.0309131641118032	-0.0643844572768829	-0.042171021837427	-0.0310377342153191	-0.042167915020261	-0.0365702223936932	-0.0501449455048213	-0.0201164190808217	-0.052372069628333	-0.0218765451547675	-0.0548661671674602	-0.0232333996893755	0.0512681005082782	0.075243995844802	0.0438004978723284	0.0332425102642885	0.0319347387591855	0.0549590941737786	0.0556261873643284	0.0559562665568223	0.0777063437878584	0.0554196525277442	0.0580370328131424	0.03587482078027	0.0250624648653249	0.0533915538047742	0.0495351250606999	0.0490188314620233
LV 222	0.0284593110644541	-0.00493604210169399	-0.00553141716908234	0.00530833383900985	0.0282254196055154	0.0117440248618275	0.0148018271466372	0.0335202325032616	-0.0112351591098003	0.0150376456423865	0.0117462663524632	0.00915244220847151	0.0124108680027932	-0.000204206863851601	0.00413156529901238	0.0212605286326393	0.00495647353529296	0.0180799261015316	0.00441488606892882	-0.0324556008153642	-0.0368116334512643	-0.0336334508133547	-0.0294186044655551	-0.0562355279722909	-0.0469641967413539	-0.00937056806302922	-0.0195686710051458	-0.0423760567277445	-0.0435599977305376	-0.0917077216386121	-0.0674879665804309	0.0208520036842299	0.0154093183458964	0.0197027972939932	0.0209920437171814	-0.0131104502936527	0.00869257649265253	-0.0089462979577435	0.0372667945274175	0.0249537182163304	0.0178349075072051	-0.00606299654275484	0.050283020176694	0.050446728853783	0.0257671760444923	0.0210596006140087	0.0231061297051526
LV 223	-0.00260531593842577	0.0205957748775016	0.0094428470123976	0.0219940716470437	-0.000688128255684114	0.00012414260776791	-0.0057694982920055	-0.00473768865585172	0.0186260510011866	-0.00105502225440225	0.03261961224066	0.00774016870113595	0.0028452831228872	0.023645207373155	0.0303705575498264	-0.000535294936311224	0.0365762384705675	0.00535523689932552	-0.00510906203992062	-0.000669038649516264	0.0119115236757228	0.0155558792378094	0.0152456338673413	0.0248480036582991	0.0108818023021273	0.0165835864849044	0.00301690694994685	6.96223386799102e-05	0.00791488403385612	0.054899744415185	0.0218054803262693	-0.00954009327521595	-0.0150704918608395	-0.0479353713478332	-0.0180153536518527	-0.0231015004671208	-0.0030309338681628	-0.0145880580291708	0.00308406516291685	-0.0229600267936368	-0.0177604786599865	0.00326712405512093	-0.0477241489562209	-0.0393689947139747	-0.0436393009114273	-0.0555402310010955	-0.0195754154529785
LV 224	-0.00396487521120659	0.0223929583350162	0.014300733484952	0.00684278797504357	0.013939760095641	-0.00590707688841078	-0.00807739452149036	-0.0180916903890675	0.00464757915541857	-0.0321984520646745	0.0187101464498122	0.00239379619706968	-0.0144303156327543	0.0182045372449702	-0.0146854361261062	0.0172122474459276	0.0188263183029994	-0.0114327959112241	-0.0403651413772199	0.0598715120636332	0.0282144701835586	0.0465697236811395	0.0550738320509381	0.059728149658162	0.0345975577811307	0.0672989825849767	0.0537853831530756	0.0657348053443643	0.0441004478372102	0.0428398244468225	0.0566209525304229	-0.0461145493448935	-0.0361327473802485	-0.0414701086230669	-0.0795884667209526	-0.0396718332876354	-0.0634934221783491	0.0167844876717336	-0.0441882890655053	-0.013329606724656	-0.0134236709614218	-0.00245973545929547	-0.0442896120097199	-0.0418545214282208	-0.0545909625264521	-0.0478390286118051	-0.0510912612296412
LV 225	0.030756962845523	0.0206311316077831	0.00861821040354729	0.0315236924235622	0.017922949515099	0.0314404153363736	0.0195561071518169	0.0315737387013411	0.024732844962703	0.0234199382034826	0.0132398215696184	0.0206140556199136	0.0116333197611336	0.0222260521394807	0.0129031985622394	0.0257007939762215	0.0375507800758654	0.028274480964208	0.0115059225164356	-0.0469411835182145	-0.0386415873107116	-0.0516991439617254	-0.0414688237257212	-0.0317931499611986	-0.0393758225283015	-0.0366396404532014	-0.04553583067824	-0.0480403349999769	-0.0266926893779818	-0.0482942262627489	-0.0517826419725982	0.00383260925878575	-0.00996333222735737	0.000930601413131806	-0.0054668312143826	0.0014645960401316	0.0175707945929828	0.0098492967398461	-0.00103428528803677	0.026609595250983	0.00716905983252118	0.0192250174904627	0.00943902571343446	0.00541467141077726	0.00094064259893661	0.00509836784724979	-0.00799917104519403
LV 226	0.0155810021145042	-0.00899574983091058	0.0221936371021531	-0.0309002329317737	-0.00237047391891657	-0.018269082540966	0.00382329353470667	-0.00714804567491589	-0.0212279489736621	-0.0350824196663241	-0.00836186155877816	0.0213259717421412	-0.0648406085635342	-0.00483949131733898	0.0119406488464933	-0.0312212976579277	0.0059035124815693	0.0146097635451327	-0.00673767816003664	0.10684585579799	0.0570789447328178	0.0329556215059629	0.00843703343615711	-0.00614181199894723	0.0494902867131059	0.0899174959773379	0.0375245401814206	0.0346865154338894	0.0402126973976402	0.0268003304236463	0.0596070950580977	0.0210750286057071	-0.0435260815227878	-0.0425774217019497	-0.058678985768932	-0.00733970510837939	-0.0348486330160113	0.00143448682521433	0.00608763207184913	-0.0475642902992971	-0.0519600014460255	-0.0311450939500738	0.0107499115736954	-0.0241049337354214	-0.0418107769222191	-0.0239339828768485	-0.024654695959254
