run	study	sample
SRR1600266	SRP048664	SRS716579
SRR1600267	SRP048664	SRS716581
SRR1600268	SRP048664	SRS716582
SRR1600269	SRP048664	SRS716583
SRR1600270	SRP048664	SRS716585
SRR1600271	SRP048664	SRS716584
SRR1601400	SRP048669	SRS716677
SRR1601401	SRP048669	SRS716678
SRR1601402	SRP048669	SRS716679
SRR1601403	SRP048669	SRS716680
SRR1601404	SRP048669	SRS716681
SRR1601405	SRP048669	SRS716682
SRR1602519	SRP048674	SRS716783
SRR1602520	SRP048674	SRS716783
SRR1602521	SRP048674	SRS716783
SRR1602522	SRP048674	SRS716784
SRR1602524	SRP048674	SRS716784
SRR1602525	SRP048674	SRS716785
SRR1602526	SRP048674	SRS716785
SRR1602527	SRP048674	SRS716785
SRR1602528	SRP048674	SRS716786
SRR1602529	SRP048674	SRS716786
SRR1602530	SRP048674	SRS716786
SRR1602531	SRP048674	SRS716787
SRR1602532	SRP048674	SRS716787
SRR1602533	SRP048674	SRS716787
SRR1602534	SRP048674	SRS716788
SRR1602535	SRP048674	SRS716788
SRR1602536	SRP048674	SRS716788
SRR1602537	SRP048674	SRS716789
SRR1602538	SRP048674	SRS716789
SRR1602539	SRP048674	SRS716789
SRR1602540	SRP048674	SRS716790
SRR1602541	SRP048674	SRS716790
SRR1602543	SRP048674	SRS716791
SRR1602544	SRP048674	SRS716791
SRR1602545	SRP048674	SRS716791
SRR1602546	SRP048674	SRS716792
SRR1602547	SRP048674	SRS716792
SRR1602548	SRP048674	SRS716792
SRR1602549	SRP048674	SRS716793
SRR1602550	SRP048674	SRS716793
SRR1602552	SRP048674	SRS716794
SRR1602553	SRP048674	SRS716794
SRR1602554	SRP048674	SRS716794
SRR1603661	SRP048683	SRS716925
SRR1603662	SRP048683	SRS716926
SRR1603663	SRP048683	SRS716927
SRR1603664	SRP048683	SRS716928
SRR1603665	SRP048683	SRS716929
SRR1603666	SRP048683	SRS716930
SRR1603667	SRP048683	SRS716931
SRR1603668	SRP048683	SRS716934
SRR1603669	SRP048683	SRS716932
SRR1603670	SRP048683	SRS716933
SRR1603671	SRP048683	SRS716935
SRR1603672	SRP048683	SRS716936
SRR1604987	SRP048700	SRS717384
SRR1604988	SRP048700	SRS717384
SRR1604989	SRP048700	SRS717385
SRR1604990	SRP048700	SRS717385
SRR1604991	SRP048700	SRS717386
SRR1604992	SRP048700	SRS717386
SRR1605002	SRP048701	SRS717389
SRR1605003	SRP048701	SRS717389
SRR1605004	SRP048701	SRS717390
SRR1605005	SRP048701	SRS717390
SRR1605006	SRP048701	SRS717391
SRR1605007	SRP048701	SRS717391
SRR1605008	SRP048701	SRS717392
SRR1605009	SRP048701	SRS717392
SRR1605010	SRP048701	SRS717393
SRR1605011	SRP048701	SRS717393
SRR1605012	SRP048701	SRS717394
SRR1605013	SRP048701	SRS717394
SRR1605014	SRP048701	SRS717395
SRR1605015	SRP048701	SRS717395
SRR1605016	SRP048701	SRS717396
SRR1605017	SRP048701	SRS717396
SRR1607712	SRP048744	SRS718269
SRR1607713	SRP048744	SRS718270
SRR1607714	SRP048744	SRS718271
SRR1607715	SRP048744	SRS718272
SRR1608490	SRP048759	SRS718878
SRR1608491	SRP048759	SRS718878
SRR1608492	SRP048759	SRS718878
SRR1608493	SRP048759	SRS718878
SRR1608494	SRP048759	SRS718879
SRR1608495	SRP048759	SRS718879
SRR1608496	SRP048759	SRS718879
SRR1608497	SRP048759	SRS718879
SRR1608498	SRP048759	SRS718880
SRR1608499	SRP048759	SRS718880
SRR1608500	SRP048759	SRS718880
SRR1608501	SRP048759	SRS718880
SRR1608502	SRP048759	SRS718881
SRR1608503	SRP048759	SRS718881
SRR1608504	SRP048759	SRS718881
SRR1608505	SRP048759	SRS718881
SRR1608506	SRP048759	SRS718883
SRR1608507	SRP048759	SRS718883
SRR1608508	SRP048759	SRS718883
SRR1608509	SRP048759	SRS718883
SRR1608510	SRP048759	SRS718882
SRR1608511	SRP048759	SRS718882
SRR1608512	SRP048759	SRS718882
SRR1608513	SRP048759	SRS718882
SRR1608514	SRP048759	SRS718884
SRR1608515	SRP048759	SRS718884
SRR1608516	SRP048759	SRS718884
SRR1608517	SRP048759	SRS718884
SRR1608518	SRP048759	SRS718885
SRR1608519	SRP048759	SRS718885
SRR1608520	SRP048759	SRS718885
SRR1608521	SRP048759	SRS718885
SRR1608522	SRP048759	SRS718886
SRR1608523	SRP048759	SRS718886
SRR1608524	SRP048759	SRS718886
SRR1608525	SRP048759	SRS718886
