SampleID	Dataset
GSM1869408_SLE5_T0_HG-U133_Plus_2_.CEL	E-GEOD-72747
GSM1869409_SLE5_T12_HG-U133_Plus_2_.CEL	E-GEOD-72747
GSM1869410_SLE5_T24_HG-U133_Plus_2_.CEL	E-GEOD-72747
GSM1869411_SLE6_T0_HG-U133_Plus_2_.CEL	E-GEOD-72747
GSM1869412_SLE6_T12_HG-U133_Plus_2_.CEL	E-GEOD-72747
GSM1869413_SLE6_T24_HG-U133_Plus_2_.CEL	E-GEOD-72747
GSM1869414_SLE9_T0_HG-U133_Plus_2_.CEL	E-GEOD-72747
GSM1869415_SLE9_T12_HG-U133_Plus_2_.CEL	E-GEOD-72747
GSM1869416_SLE9_T24_HG-U133_Plus_2_.CEL	E-GEOD-72747
GSM1869417_SLE11_T0_HG-U133_Plus_2_.CEL	E-GEOD-72747
GSM1869418_SLE11_T12_HG-U133_Plus_2_.CEL	E-GEOD-72747
GSM1869419_SLE11_T24_HG-U133_Plus_2_.CEL	E-GEOD-72747
GSM1869420_SLE12_T0_HG-U133_Plus_2_.CEL	E-GEOD-72747
GSM1869421_SLE12_T12_HG-U133_Plus_2_.CEL	E-GEOD-72747
GSM1869422_SLE12_T24_HG-U133_Plus_2_.CEL	E-GEOD-72747
GSM1869423_SLE13_T0_HG-U133_Plus_2_.CEL	E-GEOD-72747
GSM1869424_SLE13_T12_HG-U133_Plus_2_.CEL	E-GEOD-72747
GSM1869425_SLE13_T24_HG-U133_Plus_2_.CEL	E-GEOD-72747
GSM2069305	E-GEOD-78193
GSM2069306	E-GEOD-78193
GSM2069307	E-GEOD-78193
GSM2069308	E-GEOD-78193
GSM2069309	E-GEOD-78193
GSM2069310	E-GEOD-78193
GSM2069311	E-GEOD-78193
GSM2069312	E-GEOD-78193
GSM2069313	E-GEOD-78193
GSM2069314	E-GEOD-78193
GSM2069315	E-GEOD-78193
GSM2069316	E-GEOD-78193
GSM2069317	E-GEOD-78193
GSM2069318	E-GEOD-78193
GSM2069319	E-GEOD-78193
GSM2069320	E-GEOD-78193
GSM2069321	E-GEOD-78193
GSM2069322	E-GEOD-78193
GSM2069323	E-GEOD-78193
GSM2069324	E-GEOD-78193
GSM2069325	E-GEOD-78193
GSM2069326	E-GEOD-78193
GSM2069327	E-GEOD-78193
GSM2069328	E-GEOD-78193
GSM2069329	E-GEOD-78193
GSM2069330	E-GEOD-78193
GSM2069331	E-GEOD-78193
GSM2069332	E-GEOD-78193
GSM2069333	E-GEOD-78193
GSM2069334	E-GEOD-78193
GSM2069335	E-GEOD-78193
GSM2069336	E-GEOD-78193
GSM2069337	E-GEOD-78193
GSM2069338	E-GEOD-78193
GSM2069339	E-GEOD-78193
GSM2069340	E-GEOD-78193
GSM2069341	E-GEOD-78193
GSM2069342	E-GEOD-78193
GSM2069343	E-GEOD-78193
GSM2069344	E-GEOD-78193
GSM2069345	E-GEOD-78193
GSM2069346	E-GEOD-78193
GSM2069347	E-GEOD-78193
GSM2069348	E-GEOD-78193
GSM2069349	E-GEOD-78193
GSM2069350	E-GEOD-78193
GSM2069351	E-GEOD-78193
GSM2069352	E-GEOD-78193
GSM2069353	E-GEOD-78193
GSM2069354	E-GEOD-78193
GSM2069355	E-GEOD-78193
GSM2069356	E-GEOD-78193
GSM2069357	E-GEOD-78193
GSM2069358	E-GEOD-78193
GSM2069359	E-GEOD-78193
GSM2069360	E-GEOD-78193
GSM2069361	E-GEOD-78193
GSM2069362	E-GEOD-78193
GSM2069363	E-GEOD-78193
GSM2069364	E-GEOD-78193
GSM2069365	E-GEOD-78193
GSM2069366	E-GEOD-78193
GSM2069367	E-GEOD-78193
GSM2069368	E-GEOD-78193
GSM2069369	E-GEOD-78193
GSM2069370	E-GEOD-78193
GSM2069371	E-GEOD-78193
GSM2069372	E-GEOD-78193
GSM2069373	E-GEOD-78193
GSM2069374	E-GEOD-78193
GSM2069375	E-GEOD-78193
GSM2069376	E-GEOD-78193
GSM2069377	E-GEOD-78193
GSM2069378	E-GEOD-78193
GSM2069379	E-GEOD-78193
GSM2069380	E-GEOD-78193
GSM2069381	E-GEOD-78193
GSM2069382	E-GEOD-78193
GSM2069383	E-GEOD-78193
GSM2069384	E-GEOD-78193
GSM2069385	E-GEOD-78193
GSM2069386	E-GEOD-78193
GSM2069387	E-GEOD-78193
GSM2069388	E-GEOD-78193
GSM2069389	E-GEOD-78193
GSM2069390	E-GEOD-78193
GSM2069391	E-GEOD-78193
GSM2069392	E-GEOD-78193
GSM2069393	E-GEOD-78193
GSM2069394	E-GEOD-78193
GSM2069395	E-GEOD-78193
GSM2069396	E-GEOD-78193
GSM2069397	E-GEOD-78193
GSM2069398	E-GEOD-78193
GSM2069399	E-GEOD-78193
GSM2069400	E-GEOD-78193
GSM2069401	E-GEOD-78193
GSM2069402	E-GEOD-78193
GSM2069403	E-GEOD-78193
GSM2069404	E-GEOD-78193
GSM2069405	E-GEOD-78193
GSM2069406	E-GEOD-78193
GSM2069407	E-GEOD-78193
GSM2069408	E-GEOD-78193
GSM2069409	E-GEOD-78193
GSM2069410	E-GEOD-78193
GSM2069411	E-GEOD-78193
GSM2069412	E-GEOD-78193
GSM2069413	E-GEOD-78193
GSM2069414	E-GEOD-78193
GSM2069415	E-GEOD-78193
GSM2069416	E-GEOD-78193
GSM2069417	E-GEOD-78193
GSM2069418	E-GEOD-78193
GSM2069419	E-GEOD-78193
GSM2069420	E-GEOD-78193
GSM2069421	E-GEOD-78193
GSM2069422	E-GEOD-78193
GSM2069423	E-GEOD-78193
GSM2069424	E-GEOD-78193
GSM2069425	E-GEOD-78193
GSM2069426	E-GEOD-78193
GSM2069427	E-GEOD-78193
GSM2069428	E-GEOD-78193
GSM2069429	E-GEOD-78193
SLE111_070303B	E-GEOD-11907
SLE121_022704B	E-GEOD-11907
SLE52_071702B	E-GEOD-11907
SLE85_110602B	E-GEOD-11907
SLE117_103003B	E-GEOD-11907
SLE100_050703B	E-GEOD-11907
SLE107_060403B	E-GEOD-11907
SLE67_042803B	E-GEOD-11907
SLE82_032604B	E-GEOD-11907
SLE31_110602B	E-GEOD-11907
SLE108_061103B	E-GEOD-11907
SLE78_021304B	E-GEOD-11907
SLE60_021604B	E-GEOD-11907
SLE75_060203B	E-GEOD-11907
SLE106_060203B	E-GEOD-11907
SLE87_110602B	E-GEOD-11907
SLE76_060203B	E-GEOD-11907
SLE74_031004B	E-GEOD-11907
SLE57_072402B	E-GEOD-11907
SLE91_021604B	E-GEOD-11907
SLE98_012903B	E-GEOD-11907
SLE113B	E-GEOD-11907
SLE32_061103B	E-GEOD-11907
SLE79_102402B	E-GEOD-11907
SLE51_071702B	E-GEOD-11907
SLE66_091602B	E-GEOD-11907
SLE20_060603B	E-GEOD-11907
SLE96_021804B	E-GEOD-11907
SLE53_042803B	E-GEOD-11907
SLE50_010803B	E-GEOD-11907
SLE99_030304B	E-GEOD-11907
SLE114B	E-GEOD-11907
SLE48_110602B	E-GEOD-11907
SLE45_090902B	E-GEOD-11907
SLE62_030504B	E-GEOD-11907
SLE41_111502B	E-GEOD-11907
SLE94_060403B	E-GEOD-11907
H 27	E-GEOD-11907
H 30	E-GEOD-11907
H 45	E-GEOD-11907
H 46	E-GEOD-11907
