LV	Allergic.Rhinitis...EGPA	Allergic.Rhinitis...GPA..no.prior.nasal.disease.	Allergic.Rhinitis...GPA.with.active.nasal.disease	Allergic.Rhinitis...GPA.with.prior.nasal.disease	Allergic.Rhinitis...Healthy	Allergic.Rhinitis...Sarcoidosis	EGPA...GPA..no.prior.nasal.disease.	EGPA...GPA.with.active.nasal.disease	EGPA...GPA.with.prior.nasal.disease	EGPA...Healthy	EGPA...Sarcoidosis	GPA..no.prior.nasal.disease....EGPA	GPA..no.prior.nasal.disease....GPA.with.active.nasal.disease	GPA..no.prior.nasal.disease....GPA.with.prior.nasal.disease	GPA..no.prior.nasal.disease....Healthy	GPA..no.prior.nasal.disease....Sarcoidosis	GPA.with.active.nasal.disease...EGPA	GPA.with.active.nasal.disease...GPA..no.prior.nasal.disease.	GPA.with.active.nasal.disease...GPA.with.prior.nasal.disease	GPA.with.active.nasal.disease...Healthy	GPA.with.active.nasal.disease...Sarcoidosis	GPA.with.prior.nasal.disease...EGPA	GPA.with.prior.nasal.disease...GPA..no.prior.nasal.disease.	GPA.with.prior.nasal.disease...GPA.with.active.nasal.disease	GPA.with.prior.nasal.disease...Healthy	GPA.with.prior.nasal.disease...Sarcoidosis	Healthy...EGPA	Healthy...GPA..no.prior.nasal.disease.	Healthy...GPA.with.active.nasal.disease	Healthy...GPA.with.prior.nasal.disease	Healthy...Sarcoidosis	AveExpr	F	P.Value	adj.P.Val
LV 94	0.01620876594819773	0.022733660497654042	0.009574184815850923	3.681788585643154e-4	-0.004078284399464745	8.735413814936277e-4	0.006524894549456314	-0.006634581132346807	-0.015840587089633415	-0.020287050347662476	-0.015335224566704102	-0.006524894549456314	-0.013159475681803121	-0.02236548163908973	-0.026811944897118786	-0.021860119116160415	0.006634581132346807	0.013159475681803121	-0.009206005957286607	-0.013652469215315668	-0.008700643434357294	0.015840587089633415	0.02236548163908973	0.009206005957286607	-0.00444646325802906	5.053625229293124e-4	0.020287050347662476	0.026811944897118786	0.013652469215315668	0.00444646325802906	0.004951825780958373	-5.5208715888406605e-18	1.0936406486068213	0.37425597305045327	0.5480573373899071
LV 95	-0.005742287154089615	-0.07119887289270774	-0.10764756030631648	-0.09319635026242923	-0.019740748489967114	-0.022042167397581892	-0.06545658573861812	-0.10190527315222686	-0.08745406310833961	-0.0139984613358775	-0.016299880243492278	0.06545658573861812	-0.03644868741360874	-0.021997477369721494	0.051458124402740626	0.04915670549512585	0.10190527315222686	0.03644868741360874	0.01445121004388724	0.08790681181634936	0.08560539290873459	0.08745406310833961	0.021997477369721494	-0.01445121004388724	0.07345560177246212	0.07115418286484734	0.0139984613358775	-0.051458124402740626	-0.08790681181634936	-0.07345560177246212	-0.002301418907614778	-1.7883629518787215e-17	1.2618227187944298	0.2854399922011455	0.4588424630334375
96,SVM NK cells activated	-1.9134507169975452e-4	0.02408367589070453	-0.05638665727003055	-0.025814262170962762	0.00772493866853175	-0.007357508885152308	0.024275020962404283	-0.0561953121983308	-0.02562291709926301	0.007916283740231504	-0.007166163813452553	-0.024275020962404283	-0.08047033316073508	-0.04989793806166729	-0.01635873722217278	-0.031441184775856834	0.0561953121983308	0.08047033316073508	0.03057239509906779	0.0641115959385623	0.04902914838487825	0.02562291709926301	0.04989793806166729	-0.03057239509906779	0.033539200839494514	0.018456753285810458	-0.007916283740231504	0.01635873722217278	-0.0641115959385623	-0.033539200839494514	-0.015082447553684057	-1.1555312627806033e-18	6.459842010894234	1.6462580577112067e-5	0.005731550449787538
97,KEGG_ARACHIDONIC_ACID_METABOLISM	0.027676698704530472	-0.0016734100018273102	0.004276760919563166	-0.01064929682776675	4.7097100685141585e-4	0.015483575022456675	-0.029350108706357785	-0.023399937784967306	-0.03832599553229722	-0.027205727697679056	-0.012193123682073799	0.029350108706357785	0.005950170921390476	-0.008975886825939439	0.002144381008678726	0.017156985024283984	0.023399937784967306	-0.005950170921390476	-0.014926057747329916	-0.0038057899127117503	0.011206814102893509	0.03832599553229722	0.008975886825939439	0.014926057747329916	0.011120267834618166	0.02613287185022342	0.027205727697679056	-0.002144381008678726	0.0038057899127117503	-0.011120267834618166	0.015012604015605259	2.3384528962345247e-17	1.3815680680494822	0.23330764851751407	0.4075657505960821
LV 98	-0.002816066586109515	0.0070103140909754174	0.018989196594029607	0.006290615721652833	-0.0037238720379839385	-0.013058028482576263	0.009826380677084932	0.02180526318013912	0.009106682307762348	-9.078054518744235e-4	-0.010241961896466749	-0.009826380677084932	0.011978882503054188	-7.196983693225842e-4	-0.010734186128959357	-0.02006834257355168	-0.02180526318013912	-0.011978882503054188	-0.012698580872376772	-0.022713068632013545	-0.03204722507660587	-0.009106682307762348	7.196983693225842e-4	0.012698580872376772	-0.010014487759636773	-0.019348644204229097	9.078054518744235e-4	0.010734186128959357	0.022713068632013545	0.010014487759636773	-0.009334156444592324	-3.895994911918306e-18	1.2422732360007065	0.29480534025341615	0.4708298880746306
LV 99	-0.029926579551643604	-0.011488112842729128	0.011445230495003258	0.004952179777532588	-0.015195164852869935	-0.020463763498021793	0.018438466708914476	0.04137181004664686	0.034878759329176195	0.014731414698773669	0.009462816053621809	-0.018438466708914476	0.022933343337732386	0.016440292620261716	-0.0037070520101408055	-0.008975650655292667	-0.04137181004664686	-0.022933343337732386	-0.00649305071747067	-0.026640395347873193	-0.031908993993025055	-0.034878759329176195	-0.016440292620261716	0.00649305071747067	-0.020147344630402523	-0.02541594327555438	-0.014731414698773669	0.0037070520101408055	0.026640395347873193	0.020147344630402523	-0.005268598645151861	-7.993851149371743e-18	3.4450612245973278	0.00468393550679305	0.038849112144577654
LV 100	-0.005332216873272056	-0.016312535419193704	0.0029430154851457584	0.003523533025440228	2.0770279075068383e-4	-0.007853760650165333	-0.010980318545921647	0.008275232358417813	0.008855749898712285	0.0055399196640227395	-0.0025215437768932774	0.010980318545921647	0.01925555090433946	0.019836068444633932	0.016520238209944388	0.008458774769028371	-0.008275232358417813	-0.01925555090433946	5.805175402944698e-4	-0.0027353126943950746	-0.010796776135311091	-0.008855749898712285	-0.019836068444633932	-5.805175402944698e-4	-0.0033158302346895444	-0.011377293675605561	-0.0055399196640227395	-0.016520238209944388	0.0027353126943950746	0.0033158302346895444	-0.008061463440916017	-5.6093196608065834e-18	1.0690401139878518	0.3888333900853821	0.5586296302973393
101,DMAP_NKA3	0.00121428920990636	0.005838389955241165	-0.058815075556072224	-0.02525196525573748	0.0017238666596793087	-0.004260452467018908	0.004624100745334805	-0.06002936476597859	-0.026466254465643844	5.095774497729487e-4	-0.005474741676925268	-0.004624100745334805	-0.06465346551131339	-0.031090355210978648	-0.004114523295561856	-0.010098842422260074	0.06002936476597859	0.06465346551131339	0.03356311030033474	0.06053894221575153	0.05455462308905332	0.026466254465643844	0.031090355210978648	-0.03356311030033474	0.02697583191541679	0.020991512788718573	-5.095774497729487e-4	0.004114523295561856	-0.06053894221575153	-0.02697583191541679	-0.005984319126698217	-6.316904236533965e-18	2.6891148478783413	0.020400348501373927	0.0842474643132053
102,BIOCARTA_NFAT_PATHWAY	-0.04580717171663144	-0.028703372907580432	-0.0056156154317702	-0.0069553187687292194	-0.023332371800458208	-0.029666703404580066	0.017103798809051007	0.040191556284861235	0.03885185294790222	0.02247479991617323	0.016140468312051372	-0.017103798809051007	0.023087757475810232	0.02174805413885121	0.005371001107122224	-9.633304969996342e-4	-0.040191556284861235	-0.023087757475810232	-0.001339703336959019	-0.017716756368688007	-0.024051087972809866	-0.03885185294790222	-0.02174805413885121	0.001339703336959019	-0.01637705303172899	-0.022711384635850845	-0.02247479991617323	-0.005371001107122224	0.017716756368688007	0.01637705303172899	-0.006334331604121858	7.990284694856987e-18	3.8611310420154634	0.002089433320242997	0.027135140619471552
LV 103	8.174773257420668e-4	0.0052090682312264935	-0.005826036750754216	-0.01825318373825509	0.008867093661465085	0.0018261613836131512	0.004391590905484426	-0.006643514076496283	-0.019070661063997157	0.00804961633572302	0.0010086840578710844	-0.004391590905484426	-0.011035104981980709	-0.023462251969481585	0.0036580254302385927	-0.003382906847613342	0.006643514076496283	0.011035104981980709	-0.012427146987500875	0.014693130412219303	0.007652198134367368	0.019070661063997157	0.023462251969481585	0.012427146987500875	0.02712027739972018	0.020079345121868243	-0.00804961633572302	-0.0036580254302385927	-0.014693130412219303	-0.02712027739972018	-0.007040932277851935	6.288372600415926e-18	0.8471733362625748	0.537789378634165	0.683484507127877
LV 104	0.022601533773549825	0.021508234084432927	0.033576376233918306	0.03228374399240594	0.025154380201418348	0.024908275699148927	-0.001093299689116898	0.010974842460368483	0.009682210218856112	0.002552846427868522	0.0023067419255991014	0.001093299689116898	0.012068142149485381	0.01077550990797301	0.00364614611698542	0.0034000416147159994	-0.010974842460368483	-0.012068142149485381	-0.0012926322415123719	-0.008421996032499962	-0.008668100534769383	-0.009682210218856112	-0.01077550990797301	0.0012926322415123719	-0.007129363790987589	-0.00737546829325701	-0.002552846427868522	-0.00364614611698542	0.008421996032499962	0.007129363790987589	-2.4610450226942064e-4	3.224074881338474e-19	1.0255863881741112	0.4155695854120516	0.5768877367112446
LV 105	-0.005239432388293182	0.0019739514533184607	0.01923496305156251	0.018729771806958614	0.00750689761201473	0.0039430102646293985	0.007213383841611643	0.02447439543985569	0.023969204195251795	0.012746330000307912	0.00918244265292258	-0.007213383841611643	0.017261011598244048	0.016755820353640153	0.005532946158696269	0.001969058811310938	-0.02447439543985569	-0.017261011598244048	-5.05191244603893e-4	-0.011728065439547778	-0.01529195278693311	-0.023969204195251795	-0.016755820353640153	5.05191244603893e-4	-0.011222874194943885	-0.014786761542329215	-0.012746330000307912	-0.005532946158696269	0.011728065439547778	0.011222874194943885	-0.003563887347385331	-4.599299742227982e-18	1.3133714565927508	0.2619130711011326	0.43593288562701155
LV 106	-0.0023594413669163665	0.011717312707756247	0.002775385917846364	0.005193255696483269	0.0023744812860702837	0.015483097257965647	0.014076754074672612	0.0051348272847627306	0.007552697063399636	0.004733922652986651	0.017842538624882012	-0.014076754074672612	-0.008941926789909882	-0.006524057011272976	-0.009342831421685962	0.003765784550209402	-0.0051348272847627306	0.008941926789909882	0.0024178697786369054	-4.0090463177608034e-4	0.012707711340119283	-0.007552697063399636	0.006524057011272976	-0.0024178697786369054	-0.0028187744104129857	0.010289841561482379	-0.004733922652986651	0.009342831421685962	4.0090463177608034e-4	0.0028187744104129857	0.013108615971895363	-1.3489757556609118e-17	0.34693121744221567	0.909533266699259	0.9409951092580385
LV 107	-0.013473327565005085	-0.005960339186829075	0.020343860264266395	0.019509311874960588	-0.0036688916095027942	-0.0020731207846702267	0.0075129883781760096	0.03381718782927148	0.03298263943996567	0.00980443595550229	0.011400206780334859	-0.0075129883781760096	0.02630419945109547	0.025469651061789663	0.002291447577326281	0.0038872184021588483	-0.03381718782927148	-0.02630419945109547	-8.345483893058073e-4	-0.024012751873769188	-0.02241698104893662	-0.03298263943996567	-0.025469651061789663	8.345483893058073e-4	-0.02317820348446338	-0.021582432659630814	-0.00980443595550229	-0.002291447577326281	0.024012751873769188	0.02317820348446338	0.0015957708248325675	-1.1241464630507599e-17	3.927657046248119	0.0018373669658019757	0.027135140619471552
LV 108	0.003911280738066203	-0.01021126171614142	-0.005234619725410565	-0.006920608932707872	-0.009646529398579157	-3.814770123503671e-4	-0.014122542454207621	-0.00914590046347677	-0.010831889670774076	-0.013557810136645362	-0.00429275775041657	0.014122542454207621	0.004976641990730854	0.003290652783433547	5.647323175622613e-4	0.009829784703791051	0.00914590046347677	-0.004976641990730854	-0.0016859892072973066	-0.004411909673168592	0.004853142713060198	0.010831889670774076	-0.003290652783433547	0.0016859892072973066	-0.0027259204658712857	0.006539131920357505	0.013557810136645362	-5.647323175622613e-4	0.004411909673168592	0.0027259204658712857	0.009265052386228791	1.144403924694568e-17	0.39447241997510063	0.8803544619386895	0.9214314463769739
LV 109	-0.015109742585902163	0.0026593115770119184	0.006627724121471739	0.003268516082649933	-0.01142061360570467	-0.024221483272274642	0.01776905416291408	0.0217374667073739	0.018378258668552097	0.0036891289801974933	-0.009111740686372482	-0.01776905416291408	0.00396841254445982	6.092045056380144e-4	-0.014079925182716588	-0.026880794849286564	-0.0217374667073739	-0.00396841254445982	-0.003359208038821806	-0.018048337727176407	-0.030849207393746383	-0.018378258668552097	-6.092045056380144e-4	0.003359208038821806	-0.014689129688354601	-0.027489999354924577	-0.0036891289801974933	0.014079925182716588	0.018048337727176407	0.014689129688354601	-0.012800869666569976	-6.152847328855238e-18	1.6569828415030907	0.14367544255335835	0.2911861638607078
110,REACTOME_MEIOSIS	-0.02379540766136972	0.00220865885480946	-0.013903702814879106	-0.01695781307855264	0.00968574851732305	-0.012509272411356909	0.026004066516179182	0.009891704846490615	0.0068375945828170834	0.033481156178692774	0.011286135250012813	-0.026004066516179182	-0.016112361669688567	-0.0191664719333621	0.00747708966251359	-0.014717931266166369	-0.009891704846490615	0.016112361669688567	-0.0030541102636735323	0.023589451332202156	0.0013944304035221973	-0.0068375945828170834	0.0191664719333621	0.0030541102636735323	0.02664356159587569	0.00444854066719573	-0.033481156178692774	-0.00747708966251359	-0.023589451332202156	-0.02664356159587569	-0.02219502092867996	-2.433035269965826e-18	1.0817811115081728	0.38123283165800287	0.5533482424212482
LV 111	0.03741689352522977	0.01825102514732107	-0.050521095341415995	-0.019850442135029123	0.013981721212270657	0.028402292039040954	-0.0191658683779087	-0.08793798886664576	-0.05726733566025889	-0.023435172312959114	-0.009014601486188815	0.0191658683779087	-0.06877212048873707	-0.03810146728235019	-0.004269303935050414	0.010151266891719884	0.08793798886664576	0.06877212048873707	0.030670653206386872	0.06450281655368664	0.07892338738045696	0.05726733566025889	0.03810146728235019	-0.030670653206386872	0.03383216334729978	0.048252734174070076	0.023435172312959114	0.004269303935050414	-0.06450281655368664	-0.03383216334729978	0.014420570826770299	4.171325200457388e-18	5.628460187135622	7.410917074138862e-5	0.012190958586958428
LV 112	-0.03126123101835435	-0.0059206816761432045	0.021856050218737884	0.012914624998283962	-0.008405824629226843	-0.017838213181923235	0.02534054934221115	0.05311728123709224	0.044175856016638315	0.02285540638912751	0.013423017836431116	-0.02534054934221115	0.02777673189488109	0.018835306674427166	-0.0024851429530836386	-0.011917531505780031	-0.05311728123709224	-0.02777673189488109	-0.008941425220453922	-0.030261874847964727	-0.03969426340066112	-0.044175856016638315	-0.018835306674427166	0.008941425220453922	-0.021320449627510805	-0.0307528381802072	-0.02285540638912751	0.0024851429530836386	0.030261874847964727	0.021320449627510805	-0.009432388552696392	-3.275431826350945e-18	2.8241426552910402	0.015693674489526358	0.07238157346337623
LV 113	-0.019843505708506678	0.01757159085899114	0.052449381821527453	0.01708746812700196	-0.00270899472916308	0.005317580308387716	0.03741509656749782	0.07229288753003413	0.03693097383550863	0.017134510979343598	0.025161086016894395	-0.03741509656749782	0.03487779096253631	-4.8412273198918457e-4	-0.020280585588154224	-0.012254010550603427	-0.07229288753003413	-0.03487779096253631	-0.035361913694525494	-0.05515837655069053	-0.04713180151313974	-0.03693097383550863	4.8412273198918457e-4	0.035361913694525494	-0.019796462856165035	-0.011769887818614242	-0.017134510979343598	0.020280585588154224	0.05515837655069053	0.019796462856165035	0.008026575037550797	2.1370195452411652e-18	3.2951998369779445	0.0062705325805275025	0.04445910117350424
LV 114	-0.00457850513323353	0.004173678727762725	-0.0017957845913620625	0.0044002411849107135	0.006199591606869644	0.004540065612140184	0.008752183860996255	0.0027827205418714676	0.008978746318144243	0.010778096740103174	0.009118570745373714	-0.008752183860996255	-0.005969463319124789	2.265624571479879e-4	0.0020259128791069183	3.6638688437745865e-4	-0.0027827205418714676	0.005969463319124789	0.006196025776272776	0.007995376198231707	0.006335850203502247	-0.008978746318144243	-2.265624571479879e-4	-0.006196025776272776	0.0017993504219589304	1.3982442722947075e-4	-0.010778096740103174	-0.0020259128791069183	-0.007995376198231707	-0.0017993504219589304	-0.0016595259947294596	9.754966388757736e-18	0.36652955427026285	0.8978846479473619	0.9342339571665539
LV 115	-0.0067205451863555305	-0.004384422272384536	-0.023401055721718314	-0.015035820070990075	-0.01672641152208932	-0.014375345276259884	0.0023361229139709947	-0.01668051053536278	-0.008315274884634544	-0.010005866335733787	-0.007654800089904355	-0.0023361229139709947	-0.019016633449333777	-0.01065139779860554	-0.012341989249704782	-0.009990923003875348	0.01668051053536278	0.019016633449333777	0.008365235650728237	0.006674644199628994	0.009025710445458428	0.008315274884634544	0.01065139779860554	-0.008365235650728237	-0.0016905914510992434	6.604747947301897e-4	0.010005866335733787	0.012341989249704782	-0.006674644199628994	0.0016905914510992434	0.002351066245829433	-1.5629630265462088e-17	0.5681253821213158	0.7543830362520381	0.8380947570636432
116,REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	-0.05523518443264263	0.01671061971256684	0.05592168275856649	-0.06268899891203024	-0.03015465963564214	-0.0663103892161954	0.07194580414520947	0.11115686719120911	-0.007453814479387606	0.02508052479700049	-0.011075204783552773	-0.07194580414520947	0.039211063045999646	-0.07939961862459707	-0.04686527934820898	-0.08302100892876224	-0.11115686719120911	-0.039211063045999646	-0.11861068167059671	-0.08607634239420862	-0.12223207197476188	0.007453814479387606	0.07939961862459707	0.11861068167059671	0.032534339276388095	-0.0036213903041651674	-0.02508052479700049	0.04686527934820898	0.08607634239420862	-0.032534339276388095	-0.03615572958055326	-1.2782172980881736e-18	2.6473969558107586	0.022119362936419175	0.08803149684776503
LV 117	0.010018994848302138	0.014038505495021912	0.03394861534285054	0.023730212152585632	0.02178151926931554	0.02996528276368072	0.0040195106467197745	0.023929620494548404	0.013711217304283492	0.011762524421013403	0.019946287915378582	-0.0040195106467197745	0.01991010984782863	0.009691706657563717	0.007743013774293628	0.015926777268658807	-0.023929620494548404	-0.01991010984782863	-0.010218403190264912	-0.012167096073535002	-0.003983332579169822	-0.013711217304283492	-0.009691706657563717	0.010218403190264912	-0.0019486928832700891	0.00623507061109509	-0.011762524421013403	-0.007743013774293628	0.012167096073535002	0.0019486928832700891	0.00818376349436518	5.175638791812382e-18	1.0495047175755161	0.40069790341570266	0.5670789459590277
LV 118	0.02548810701264577	0.010686829129921468	-0.01658766157270279	0.002574362356397508	0.015883727634553278	0.01225936580302332	-0.014801277882724298	-0.04207576858534856	-0.02291374465624826	-0.009604379378092488	-0.013228741209622448	0.014801277882724298	-0.027274490702624263	-0.00811246677352396	0.005196898504631811	0.0015725366731018505	0.04207576858534856	0.027274490702624263	0.0191620239291003	0.03247138920725608	0.028847027375726114	0.02291374465624826	0.00811246677352396	-0.0191620239291003	0.013309365278155773	0.00968500344662581	0.009604379378092488	-0.005196898504631811	-0.03247138920725608	-0.013309365278155773	-0.0036243618315299608	2.487958669493052e-18	3.164251567366305	0.008092702920268213	0.051056741356536164
LV 119	-0.027637886219294437	-0.01400048622516845	0.010588493647138795	-0.004316460532975852	-0.02222782406312295	-0.02698723064391577	0.01363739999412599	0.038226379866433235	0.023321425686318585	0.005410062156171489	6.506555753786718e-4	-0.01363739999412599	0.024588979872307244	0.009684025692192597	-0.0082273378379545	-0.012986744418747318	-0.038226379866433235	-0.024588979872307244	-0.014904954180114647	-0.03281631771026174	-0.03757572429105456	-0.023321425686318585	-0.009684025692192597	0.014904954180114647	-0.0179113635301471	-0.022670770110939917	-0.005410062156171489	0.0082273378379545	0.03281631771026174	0.0179113635301471	-0.004759406580792817	2.2525726715192257e-18	1.9014102117283518	0.09178666803745855	0.21330986363524604
LV 120	-0.014057244337988519	7.601547256156421e-4	0.045399309003070834	0.014304179393883811	0.0012226184576800397	-0.005721158155259824	0.014817399063604162	0.05945655334105936	0.02836142373187233	0.01527986279566856	0.008336086182728696	-0.014817399063604162	0.04463915427745519	0.013544024668268168	4.624637320643976e-4	-0.006481312880875466	-0.05945655334105936	-0.04463915427745519	-0.031095129609187023	-0.04417669054539079	-0.05112046715833066	-0.02836142373187233	-0.013544024668268168	0.031095129609187023	-0.01308156093620377	-0.020025337549143634	-0.01527986279566856	-4.624637320643976e-4	0.04417669054539079	0.01308156093620377	-0.006943776612939863	2.155636437808186e-17	3.3461647795045018	0.005678097745354964	0.04182300354227873
LV 121	0.0031659904185571417	1.8953010258758018e-4	0.017903534400949557	0.009175989804355422	0.014439395499732272	-0.004149894989606089	-0.0029764603159695615	0.014737543982392416	0.006009999385798279	0.01127340508117513	-0.007315885408163231	0.0029764603159695615	0.017714004298361976	0.00898645970176784	0.014249865397144693	-0.004339425092193669	-0.014737543982392416	-0.017714004298361976	-0.008727544596594135	-0.003464138901217285	-0.022053429390555646	-0.006009999385798279	-0.00898645970176784	0.008727544596594135	0.005263405695376851	-0.01332588479396151	-0.01127340508117513	-0.014249865397144693	0.003464138901217285	-0.005263405695376851	-0.018589290489338363	7.615093679904767e-18	1.9496681351478704	0.08389159873289714	0.20475476637583287
LV 122	-0.011823016796501813	-0.012207670949748686	0.037743662103763086	0.0156920693019509	-0.019193274649641476	-0.009657086853347261	-3.846541532468734e-4	0.0495666789002649	0.027515086098452716	-0.007370257853139661	0.0021659299431545515	3.846541532468734e-4	0.04995133305351177	0.02789974025169959	-0.006985603699892788	0.002550584096401425	-0.0495666789002649	-0.04995133305351177	-0.022051592801812184	-0.05693693675340456	-0.04740074895711035	-0.027515086098452716	-0.02789974025169959	0.022051592801812184	-0.034885343951592374	-0.025349156155298164	0.007370257853139661	0.006985603699892788	0.05693693675340456	0.034885343951592374	0.009536187796294213	1.6576880584581001e-18	4.539954095497443	5.678848383284832e-4	0.019514812672960125
123,SVM Dendritic cells activated	0.017173235128422688	0.02230309963034234	0.003906550867126529	-0.017104887943214256	0.02086410252148388	0.010209341144755643	0.005129864501919655	-0.013266684261296159	-0.03427812307163695	0.0036908673930611917	-0.006963893983667044	-0.005129864501919655	-0.018396548763215812	-0.0394079875735566	-0.001438997108858463	-0.012093758485586699	0.013266684261296159	0.018396548763215812	-0.021011438810340788	0.01695755165435735	0.006302790277629114	0.03427812307163695	0.0394079875735566	0.021011438810340788	0.037968990464698135	0.0273142290879699	-0.0036908673930611917	0.001438997108858463	-0.01695755165435735	-0.037968990464698135	-0.010654761376728236	3.0700040463010597e-18	1.8966181400567055	0.09260795455034834	0.21356086715232198
124,REACTOME_NFKB_AND_MAP_KINASES_ACTIVATION_MEDIATED_BY_TLR4_SIGNALING_REPERTOIRE	-0.014553909610774303	-0.014524023287626503	0.018708429362096383	0.0015461440530941976	-0.010463738686847128	-0.015081079733028253	2.9886323147799987e-5	0.03326233897287068	0.016100053663868498	0.004090170923927174	-5.271701222539522e-4	-2.9886323147799987e-5	0.03323245264972288	0.016070167340720698	0.004060284600779374	-5.570564454017522e-4	-0.03326233897287068	-0.03323245264972288	-0.017162285309002184	-0.02917216804894351	-0.03378950909512464	-0.016100053663868498	-0.016070167340720698	0.017162285309002184	-0.012009882739941326	-0.016627223786122452	-0.004090170923927174	-0.004060284600779374	0.02917216804894351	0.012009882739941326	-0.004617341046181126	-1.284208941672962e-17	1.6298651763929295	0.150861972644986	0.3008096303042448
LV 125	-0.025069323019631717	-0.014782550388917702	0.053722316050735124	0.019782468737436876	-0.010617041187985229	-0.008369846797643358	0.010286772630714015	0.07879163907036683	0.04485179175706859	0.014452281831646489	0.01669947622198836	-0.010286772630714015	0.06850486643965283	0.03456501912635458	0.004165509200932473	0.006412703591274344	-0.07879163907036683	-0.06850486643965283	-0.033939847313298244	-0.06433935723872035	-0.06209216284837848	-0.04485179175706859	-0.03456501912635458	0.033939847313298244	-0.030399509925422105	-0.028152315535080234	-0.014452281831646489	-0.004165509200932473	0.06433935723872035	0.030399509925422105	0.002247194390341871	5.59220067913576e-19	4.490308999757801	6.241794961029292e-4	0.019514812672960125
LV 126	-0.026048913593835727	0.010209361988940928	0.0269868943712351	0.016952731016450513	-0.012717126249469647	-0.006229779063858681	0.03625827558277665	0.053035807965070826	0.043001644610286244	0.01333178734436608	0.019819134529977047	-0.03625827558277665	0.016777532382294173	0.006743369027509586	-0.022926488238410574	-0.01643914105279961	-0.053035807965070826	-0.016777532382294173	-0.010034163354784586	-0.039704020620704744	-0.03321667343509378	-0.043001644610286244	-0.006743369027509586	0.010034163354784586	-0.029669857265920162	-0.023182510080309193	-0.01333178734436608	0.022926488238410574	0.039704020620704744	0.029669857265920162	0.006487347185610967	-1.10988064499174e-18	2.710160070045951	0.01958399868126838	0.08295882703181069
LV 127	-0.0016465151233739034	-0.008814610297225443	0.022808384355575653	0.011293365408498388	0.004484469261075716	0.0022719792951705338	-0.007168095173851538	0.024454899478949556	0.01293988053187229	0.00613098438444962	0.003918494418544437	0.007168095173851538	0.03162299465280109	0.020107975705723827	0.013299079558301159	0.011086589592395975	-0.024454899478949556	-0.03162299465280109	-0.011515018947077266	-0.018323915094499935	-0.02053640506040512	-0.01293988053187229	-0.020107975705723827	0.011515018947077266	-0.0068088961474226705	-0.009021386113327853	-0.00613098438444962	-0.013299079558301159	0.018323915094499935	0.0068088961474226705	-0.002212489965905183	2.178675733973503e-17	1.1326467077366855	0.3519761638940485	0.5279642458410727
LV 128	-0.004581959604146604	-0.0013204727116131318	-0.005029992741034701	0.006388739265618538	0.007574913783054297	-0.008618041541555332	0.0032614868925334725	-4.4803313688809724e-4	0.010970698869765141	0.0121568733872009	-0.004036081937408727	-0.0032614868925334725	-0.00370952002942157	0.007709211977231669	0.008895386494667428	-0.0072975688299422	4.4803313688809724e-4	0.00370952002942157	0.011418732006653238	0.012604906524088997	-0.0035880488005206306	-0.010970698869765141	-0.007709211977231669	-0.011418732006653238	0.001186174517435759	-0.01500678080717387	-0.0121568733872009	-0.008895386494667428	-0.012604906524088997	-0.001186174517435759	-0.01619295532460963	3.593559569067086e-18	0.6689907332085165	0.6749009493938878	0.7809229039293871
LV 129	0.01492736984055113	0.012743187423825662	0.025545568533244176	0.012432198153013448	0.011856897156767392	0.016023723722366084	-0.002184182416725468	0.010618198692693044	-0.002495171687537682	-0.0030704726837837365	0.001096353881814954	0.002184182416725468	0.012802381109418512	-3.1098927081221425e-4	-8.862902670582684e-4	0.003280536298540422	-0.010618198692693044	-0.012802381109418512	-0.013113370380230726	-0.01368867137647678	-0.00952184481087809	0.002495171687537682	3.1098927081221425e-4	0.013113370380230726	-5.753009962460541e-4	0.003591525569352636	0.0030704726837837365	8.862902670582684e-4	0.01368867137647678	5.753009962460541e-4	0.0041668265655986905	1.1608096154624407e-17	0.6717638857430546	0.6727084889315009	0.7804866176924004
LV 130	-0.004446650611947146	0.005497500605347719	0.028282587833663428	0.01571867879321054	0.014665152347984167	-0.0035237559564944183	0.009944151217294864	0.03272923844561057	0.02016532940515768	0.019111802959931312	9.228946554527273e-4	-0.009944151217294864	0.022785087228315706	0.010221178187862818	0.009167651742636448	-0.009021256561842137	-0.03272923844561057	-0.022785087228315706	-0.01256390904045289	-0.01361743548567926	-0.03180634379015784	-0.02016532940515768	-0.010221178187862818	0.01256390904045289	-0.0010535264452263705	-0.019242434749704954	-0.019111802959931312	-0.009167651742636448	0.01361743548567926	0.0010535264452263705	-0.018188908304478585	1.0483236400670696e-17	2.266779092482445	0.04604952287091386	0.13732909654459105
LV 131	-0.007729727026160005	0.008721211831690268	0.04878356088446625	0.021739851483489468	-0.0010878522202901163	-0.00512306753023649	0.016450938857850272	0.05651328791062625	0.02946957850964947	0.006641874805869889	0.002606659495923515	-0.016450938857850272	0.04006234905277598	0.013018639651799198	-0.009809064051980385	-0.013844279361926759	-0.05651328791062625	-0.04006234905277598	-0.027043709400976782	-0.04987141310475637	-0.05390662841470274	-0.02946957850964947	-0.013018639651799198	0.027043709400976782	-0.02282770370377958	-0.026862919013725957	-0.006641874805869889	0.009809064051980385	0.04987141310475637	0.02282770370377958	-0.004035215309946374	7.866172077743515e-18	3.241284127302972	0.006964887535596119	0.047429077441041884
